#Tss of all genes are sorted based on their expression levels (FPKM) from low to high, Every set should have 3185 genes if divided into five sets.
#Chr Position Strand 
4 39426868 1
8 5751112 -1
1 70892910 -1
1 7409367 -1
3 58601714 1
10 4842420 -1
10 17489494 1
1 68908460 1
5 62092274 1
5 53389664 1
1 49581584 1
4 58587486 -1
1 71191126 -1
3 13225658 1
9 47198240 -1
3 50453139 -1
2 77689637 1
7 63020726 -1
1 63561180 1
4 56847687 1
7 52156302 1
4 19243900 1
3 3620918 1
4 67958258 1
3 62946756 1
6 50425810 -1
2 59873542 -1
8 52735796 1
6 53370084 -1
3 14198322 1
9 2283363 1
2 18819996 -1
8 51264057 -1
7 257415 -1
2 70720445 -1
4 64267731 1
2 57847060 -1
10 7080081 -1
8 27419084 1
4 55450021 -1
3 59819432 1
4 48407165 1
3 3147765 1
4 51024331 1
1 49582174 1
10 48663877 -1
3 13782247 -1
7 5244246 -1
3 70764647 -1
2 71304744 -1
9 3950022 -1
1 55767177 1
6 61976456 1
4 4429453 -1
3 67357276 -1
7 1220140 -1
3 15391942 1
8 54578325 -1
4 56857308 1
1 54453105 1
9 26631245 1
1 72587396 -1
5 26835517 -1
6 50630790 -1
6 6995313 -1
1 60037224 1
1 63581818 1
2 74688170 -1
10 56958834 -1
4 13448149 1
9 56962928 1
3 10739552 1
5 7350457 -1
6 54663562 -1
5 9033081 -1
1 12156971 1
4 61613400 -1
3 19959628 1
5 13524425 1
10 51137488 1
2 62436414 1
10 55668885 -1
4 7047416 1
1 61134490 1
10 59148719 -1
10 50151435 1
8 42854706 -1
3 57913660 -1
3 62724361 -1
1 19740155 -1
10 14397724 1
5 58265948 1
5 60675686 -1
4 2155570 1
5 6908560 1
4 54898722 1
3 65797517 -1
10 7367770 1
10 5355874 1
2 66788836 -1
3 2601091 1
1 64372583 1
1 58787914 -1
4 57816498 1
7 6692472 -1
4 6551908 -1
2 7991033 1
4 48826550 1
6 53097488 -1
1 52922794 1
4 60077491 1
2 72763152 1
10 55276528 1
5 45735188 1
4 61762973 1
2 10563166 -1
3 46395115 -1
3 67201832 -1
5 8386508 -1
1 3625876 1
3 66184231 -1
9 64445 1
4 55745135 1
10 1226792 1
1 63676389 -1
1 4432368 -1
6 61939343 1
10 44641657 1
3 62026951 -1
10 58244973 -1
3 66466875 -1
3 61012054 1
2 66336264 -1
4 53902272 -1
6 55120732 1
4 63945421 1
1 5091109 1
6 60246722 1
6 50549899 -1
6 61872689 1
3 69773344 -1
3 70208157 1
5 2200614 1
1 18140860 1
1 10689674 1
3 66958899 -1
3 7618059 1
8 52665194 -1
6 60432887 -1
9 50463701 -1
1 7576741 1
6 60619452 -1
9 55306321 -1
3 379543 -1
1 9796261 -1
3 68736743 1
4 766845 -1
2 63403955 1
3 71534145 -1
1 12224991 -1
6 32502831 1
9 2959826 1
2 6645074 -1
5 1520972 -1
3 56033454 1
6 61559847 -1
1 63021571 -1
2 64928367 1
6 60967856 1
3 8644285 -1
1 58787914 -1
6 39099819 1
1 55264238 1
4 1666676 -1
4 61140863 1
9 4513599 1
5 59229474 -1
4 3244500 -1
4 53058923 -1
4 64310558 -1
6 32352856 1
1 53658145 1
6 56083729 1
2 62748327 -1
1 3071094 1
6 45964364 1
5 53187146 1
6 50777526 1
2 62254529 1
3 7286617 -1
4 4121495 -1
1 60692765 1
5 4541405 1
3 52054225 -1
3 58776724 1
8 1269953 -1
7 61100743 -1
1 5870257 -1
1 20052119 1
1 62652716 1
7 843037 1
4 1299888 -1
3 56535138 1
10 12589781 1
3 55698897 -1
2 77310467 -1
1 12808801 1
5 10422227 -1
10 1547365 -1
4 60173668 1
3 58119660 -1
6 51603191 1
8 45732552 1
6 54501878 1
1 61932126 -1
1 32001802 -1
9 52719003 -1
9 3627942 -1
4 1255497 1
1 4286634 -1
1 63061420 -1
1 65824405 1
3 2103510 1
3 51212917 -1
10 60812441 -1
2 56254741 1
1 72362187 -1
4 64048823 1
1 65649583 1
3 3958593 1
7 63033671 -1
3 57918444 1
10 57771848 1
3 7777903 1
7 49678386 1
10 59156937 -1
3 65519915 -1
4 59571089 -1
6 48934001 -1
5 54751143 1
9 2920964 1
3 4124974 -1
6 53741988 1
8 52569981 1
1 18283536 -1
3 56323651 1
4 4420109 1
2 69638843 1
7 60902027 -1
4 66483569 -1
7 57821297 1
2 633452 -1
3 11216375 -1
5 57712369 1
4 14956661 -1
2 60986211 1
10 59418964 1
3 63991782 1
3 6676911 -1
2 67358895 1
6 53211914 -1
2 18831456 -1
9 233368 -1
1 50270419 -1
1 69075432 -1
6 1854265 1
10 84024 1
2 63187131 -1
4 12584390 -1
2 72442952 -1
6 58511006 1
1 67142354 1
4 60951377 -1
2 72311708 -1
6 58377880 -1
10 50668192 -1
1 69440722 -1
1 9371701 -1
7 1608139 -1
2 9395499 1
1 2128415 1
10 58063439 1
2 72077805 -1
8 7894172 1
4 8356109 1
7 59018544 -1
1 63510999 -1
1 3697749 -1
9 4919916 -1
1 11159514 -1
6 44561205 1
4 3793769 -1
10 2169280 -1
3 3006793 -1
3 64255816 -1
6 3309699 -1
2 63524998 -1
3 69928093 1
6 46568925 1
1 7157207 1
6 50547916 -1
9 54819614 1
4 60191445 -1
1 12602542 1
9 54598240 1
9 54174101 -1
2 71999473 1
8 1760241 1
3 17919032 -1
3 54940519 -1
3 5825251 1
5 57599812 1
1 5288292 1
10 2322434 1
8 48226169 1
1 67970813 1
1 48742762 1
4 2036911 1
10 55098060 1
10 3909236 1
6 46595815 1
3 51449059 -1
9 6932023 -1
1 59664635 1
5 1329688 1
6 48391079 1
3 4674079 1
5 8896700 -1
8 25154962 -1
3 4208127 -1
2 66082163 1
10 54774538 1
9 51353993 -1
1 57804492 -1
10 54989325 1
3 7529166 1
2 55747476 -1
1 59413856 -1
9 15171806 -1
3 68637703 1
4 62732698 1
2 14552490 -1
2 64246356 -1
10 3577987 1
10 49569848 1
1 24586884 -1
5 58018332 -1
2 16941473 -1
3 61066423 -1
9 59514370 1
2 76437151 1
7 585287 1
3 37177733 1
1 50905862 1
10 8658106 1
3 63198921 -1
2 69201844 1
1 63496934 -1
1 9669615 -1
3 58499403 1
6 44543194 1
9 620922 1
7 5133759 -1
5 54268016 -1
1 64169555 1
3 15783177 -1
5 4725814 1
9 55419788 -1
1 7433318 -1
8 1464291 1
4 67837842 1
3 65589894 1
6 10588229 -1
8 52978872 -1
9 179747 1
3 57299512 1
3 2807272 -1
3 54381680 1
8 50991128 -1
3 70186438 -1
9 48245449 1
2 64967408 -1
10 55618945 -1
7 61958992 -1
6 53826702 1
8 52117441 -1
4 1305145 -1
10 58614520 -1
6 50622366 1
1 11006007 -1
2 1694338 -1
6 48753852 -1
4 50419299 -1
9 44890310 1
3 69964043 -1
2 59266116 -1
8 5551601 1
2 76816113 -1
3 11159371 1
1 8883644 1
6 53912804 -1
4 849439 -1
8 41102237 -1
6 48525824 -1
9 50425845 1
1 12019086 -1
9 38824862 1
9 58181599 1
4 55007306 1
10 50038505 1
2 23355521 -1
6 48765820 -1
9 45660156 -1
1 59251403 -1
1 60856777 -1
8 55261179 -1
2 55584331 -1
1 58879692 -1
7 61620397 1
6 53668240 1
3 59729637 -1
10 18035113 1
3 11430420 1
4 14840197 -1
2 57496466 -1
4 57200442 -1
9 51375312 1
3 1272678 -1
1 49237082 -1
1 56528642 -1
3 56418579 -1
1 50782885 1
1 57319789 1
7 129279 1
1 70995077 -1
7 600201 -1
2 72933866 -1
3 61680663 1
2 73744810 -1
2 63646162 -1
7 37935321 1
6 50296427 1
1 58740917 -1
2 2306519 1
3 71769461 1
1 14379144 -1
8 4870563 -1
3 64960615 -1
3 64377934 -1
6 60936308 1
4 6662117 -1
1 58049056 -1
4 56911945 -1
2 52352023 -1
6 60275267 1
7 5140142 -1
1 73230423 1
10 8915850 1
7 59474461 1
6 54646079 1
5 2903854 1
3 7414097 -1
3 63886774 -1
4 67528053 -1
1 53516821 -1
10 16350484 -1
6 48624478 1
10 1498683 1
9 5278498 1
1 68392161 -1
2 66954462 -1
4 62989249 1
9 56829089 1
1 1817527 -1
1 66512137 -1
2 22498045 -1
1 72730152 1
1 59991718 1
1 3133196 -1
1 5112436 1
6 48159614 1
9 57558923 -1
1 48618492 1
8 44837876 1
3 68688912 1
10 56178261 -1
1 56544222 -1
3 69396901 -1
4 64617876 1
3 58077008 -1
2 67487647 1
6 6136198 -1
1 66396907 -1
10 45809541 1
10 252927 1
9 57989567 -1
3 50680009 1
7 58185560 -1
1 19218818 -1
1 53790009 -1
7 63618659 -1
2 77364547 -1
3 61699269 -1
5 2594343 -1
1 8235287 1
9 1899868 1
8 25635315 -1
1 12190146 1
5 58842471 1
6 1218734 1
8 5687411 -1
2 70942103 -1
8 32307877 1
2 59049524 -1
2 52131472 -1
10 53948425 -1
2 72110674 -1
6 58883061 1
4 19243900 1
8 5479797 1
1 66888681 -1
9 40552854 -1
1 70645925 1
7 1101094 1
6 58144785 1
7 83745 -1
1 18859860 -1
2 73099677 1
10 9202888 1
6 59977496 -1
10 17487798 -1
4 59816696 1
4 4056357 -1
9 13341564 1
10 51258369 1
7 50030898 -1
4 2262386 -1
4 54956312 1
9 50812161 -1
1 2581548 1
1 56192128 1
3 6814747 -1
1 69662013 -1
10 8544374 1
7 60172204 1
6 50226644 1
4 65426515 -1
6 56502834 1
9 55249068 1
1 72949345 -1
1 5419988 -1
9 52215 1
1 55614342 1
10 53344524 -1
3 52387084 -1
6 55201716 -1
10 53163571 -1
9 1193724 1
1 11618856 1
2 71653552 -1
2 25872642 -1
5 48501168 1
9 54839132 1
10 52217266 -1
3 67459017 1
3 73374226 -1
5 342969 -1
1 58616882 1
2 68219221 1
7 59649634 -1
4 2005025 1
3 53977566 -1
7 59864926 1
4 67375321 1
7 64241342 1
1 5729963 1
4 57878012 -1
3 66475773 -1
8 50248164 1
2 69230867 1
2 4699941 -1
10 59192153 1
2 70068881 -1
1 5681080 1
2 72252782 1
1 6322657 1
8 11870729 1
10 2147936 1
2 70252631 -1
1 2964672 -1
10 46457000 1
3 63525945 -1
4 3651377 -1
4 1383949 -1
9 47191711 -1
5 25493458 -1
6 51394064 -1
2 70716564 1
1 57716962 -1
4 4596941 1
3 70626749 -1
6 50334917 1
6 3824950 -1
2 7420755 1
9 5792895 -1
2 310562 -1
7 61640377 -1
3 66578188 -1
2 69510403 1
2 65596087 1
4 65861430 1
2 72490396 1
2 71431429 1
1 56274493 -1
3 1901918 1
1 73677013 1
1 9183149 -1
10 14424602 -1
10 1119949 -1
3 72074710 1
2 76779128 -1
4 60887911 -1
4 2010892 -1
8 45303517 1
9 4113843 1
4 48579647 1
8 50194836 -1
4 1051236 -1
10 52909157 1
1 50431335 1
4 62962353 1
1 65031201 1
3 5830473 -1
6 59717555 -1
1 61360626 -1
10 45954935 -1
3 48336426 1
1 3258357 -1
1 20439852 1
3 65653864 1
5 5353154 -1
4 45792046 -1
10 4804598 -1
3 57376159 -1
3 58046499 1
2 61549456 1
3 63467097 -1
1 60977586 -1
3 55917363 1
9 53544021 -1
3 62907351 1
9 50861400 -1
7 59089225 1
4 60665062 -1
2 71785270 -1
1 24803814 -1
10 18191658 -1
1 71129451 -1
5 45709247 -1
3 69257328 -1
3 5217795 -1
4 57980104 1
9 56090638 -1
2 73725313 1
1 3807846 1
1 58973689 1
4 53157517 -1
5 17539634 -1
1 25643667 1
4 63118551 1
9 55623949 -1
1 9588081 1
2 59160552 1
5 53973762 -1
5 17519434 -1
4 1424469 1
2 71735738 1
4 52585518 -1
10 59656942 -1
4 62293753 -1
7 1325900 1
1 53583430 -1
7 473149 1
4 55449999 -1
8 10727658 1
7 58966677 1
7 56101871 -1
10 56130199 1
3 408361 -1
4 11394707 1
6 59978347 1
5 249652 -1
3 38398775 -1
2 60433903 -1
1 6184339 -1
9 46352915 -1
7 59656873 -1
3 54727155 -1
1 66484914 -1
8 42833876 -1
5 49690551 1
10 3895788 1
4 65578469 -1
10 2299632 1
1 67453781 1
8 53128155 -1
7 59039338 1
4 14172037 1
2 69548397 -1
1 27334201 1
3 60878401 1
3 3386538 -1
1 64001335 -1
7 60141606 1
8 3578692 1
3 56749941 1
10 60120849 1
3 222062 -1
1 57901628 -1
2 70587516 -1
9 9374584 1
10 6223783 1
9 6158769 1
10 4598997 1
10 54298681 1
1 62834372 1
7 56954603 1
4 16134932 1
9 41688645 1
3 54803020 -1
2 677028 -1
8 50150728 -1
3 68935691 -1
1 18816803 -1
9 57290633 1
6 15594 1
2 71490726 1
3 53578185 1
3 61453211 -1
1 70937560 1
3 2187904 1
4 55027223 -1
3 63540734 1
2 13859876 -1
3 69396904 -1
7 63673907 -1
4 53589171 1
10 1850549 1
6 50687554 -1
1 72528534 -1
4 62182230 -1
3 63410122 1
7 4581539 1
2 75549625 1
4 67544380 1
3 55442330 1
6 60418246 -1
10 11476566 1
10 3823742 1
1 20067173 1
10 1447990 1
4 60046160 1
7 62938780 1
6 58812798 1
4 9619359 1
3 64502013 1
10 59848529 -1
4 2936379 1
3 38838137 -1
4 3488347 -1
9 54301788 -1
9 56208365 -1
7 53514883 1
7 52856598 1
2 64958379 -1
2 68749014 -1
3 56704299 1
3 10378432 -1
1 48784197 -1
6 59356593 -1
2 54593812 -1
8 6751912 1
6 56443736 -1
6 60796986 -1
5 430816 -1
5 52759063 -1
3 58330454 -1
2 56164423 -1
10 56278692 -1
4 10179814 1
2 66432368 1
1 56821711 1
3 4649119 -1
10 57748800 -1
9 58091853 -1
3 13672604 -1
7 61757864 -1
2 6833709 -1
6 42788660 1
3 5260161 1
4 55292107 -1
8 45121640 1
6 57255961 1
2 58907284 -1
7 59423207 -1
6 61159986 -1
9 53765888 1
7 62996072 -1
3 71630008 1
1 55492228 1
1 69976572 -1
1 67590805 1
9 55378229 1
1 64113564 -1
5 52445540 -1
7 62927131 -1
10 49753615 -1
10 57320517 -1
9 7509026 -1
4 54806154 -1
5 2752277 1
2 73225607 -1
3 70307135 -1
1 58616043 -1
7 2141251 1
1 58952463 -1
10 55910775 -1
3 9789365 1
1 54651776 -1
10 5077017 -1
9 3212743 1
4 67156699 -1
1 15298319 -1
9 41179102 -1
4 7917777 1
4 51633924 1
7 37679277 -1
1 6006430 1
2 4500188 -1
4 4083156 -1
10 461828 -1
4 63252450 1
1 7548383 1
8 1493198 -1
9 58049073 1
6 47010945 1
6 49514434 1
10 54687890 -1
2 67320803 1
7 56451126 1
2 2674788 -1
10 54854063 -1
3 51101587 1
8 38134602 -1
9 51691281 1
1 58581522 -1
3 62796964 1
3 65908130 -1
2 66864635 1
8 1254991 1
10 57047925 1
1 19630164 -1
2 833261 -1
2 68238431 -1
3 61454435 -1
1 11489255 1
7 59010156 1
7 8551660 1
2 66239866 1
6 50173815 -1
7 4543071 -1
3 5181313 1
6 46639011 -1
3 2095754 1
4 63488907 1
6 50296427 1
4 60382422 -1
2 59538366 -1
1 71933391 1
1 10321403 -1
7 59442018 -1
4 64865069 -1
6 51764564 -1
3 61807928 1
1 3162015 1
3 9245689 1
4 1620790 -1
1 9726512 1
9 45300838 1
1 56559149 -1
7 2283263 1
4 56874243 1
4 66621342 1
7 62860993 1
4 63156392 1
10 2147936 1
7 3820320 -1
9 46429541 1
4 6437936 1
1 56975715 -1
7 8069650 -1
9 48754154 -1
6 51765136 -1
1 67444869 -1
4 41075842 1
10 52331054 1
5 41676519 -1
3 18525418 -1
3 72570777 1
9 57410702 -1
2 1924061 -1
3 5835060 1
6 53603615 1
6 39775970 1
9 53813422 1
2 57430590 -1
10 55836272 -1
4 4826510 1
1 42004759 1
8 55003265 -1
9 52834513 -1
9 48140862 -1
1 53436667 -1
5 4248438 -1
2 72909532 1
3 4103776 1
1 63521197 1
1 1965862 1
10 1670932 1
3 7331880 -1
6 48244645 -1
8 15754185 1
8 47422855 -1
4 52936644 -1
2 1674180 1
10 59722443 -1
4 8603308 1
2 74237722 -1
3 10398258 -1
7 62566890 1
6 50682048 -1
1 136465 -1
3 14990122 1
9 9426964 -1
1 52681931 -1
2 3767477 1
1 10633877 -1
2 72872106 1
6 60722014 -1
1 40669409 -1
4 57491077 -1
3 67724951 1
7 64126557 -1
8 49406242 1
4 63484031 -1
1 73690254 -1
1 72478692 -1
2 71828148 1
2 8937898 -1
9 43148562 1
5 57570520 -1
3 17325835 1
10 49362607 -1
3 5498676 1
2 68498330 -1
4 5513158 1
5 57776392 1
4 64760340 1
3 68080169 -1
1 54024892 1
8 344465 -1
3 62640279 -1
5 60112686 1
1 27864111 -1
4 53425016 1
9 58423009 1
6 54663562 -1
3 60865247 -1
6 56310126 -1
3 60789339 -1
1 61754946 -1
7 60960829 -1
10 56018926 -1
3 61115160 1
4 50608879 1
9 50231913 -1
4 65442830 -1
1 272642 1
1 8786880 1
6 55870177 1
10 8115151 -1
1 50556240 1
2 75217268 1
4 59053702 -1
10 15413319 -1
10 54591083 1
3 71320378 1
10 2813514 1
1 16638135 -1
7 63991281 1
6 40944733 1
9 56700440 1
3 67121986 1
9 56883446 1
6 57163418 -1
4 1437550 -1
10 386799 -1
1 50564376 -1
8 38534357 1
7 63012078 -1
10 55859164 -1
1 12785126 1
2 49678963 -1
4 65052843 1
7 4713466 -1
2 57583706 1
1 5554024 -1
10 4821013 1
3 3642439 -1
1 12854827 1
6 45739991 -1
2 45162448 -1
7 63920413 -1
1 60247092 1
1 12135530 1
1 58098208 -1
6 468828 1
1 59238146 1
1 11249512 1
1 69226947 1
2 60705452 1
2 9853749 1
1 68355183 1
1 60054707 -1
8 2022711 -1
1 47438543 -1
5 624071 1
1 47332610 1
2 26277698 1
4 2807129 1
4 67486436 1
9 2800991 1
8 459414 -1
3 5522386 1
2 75217138 -1
9 53276533 -1
4 66755086 -1
10 19498787 1
6 60474967 -1
1 53770087 -1
8 47519868 -1
10 1056257 -1
9 3181959 1
10 53413337 1
1 69779867 -1
2 76665720 -1
2 71036574 1
1 18894149 -1
9 56310855 -1
4 4858783 -1
4 67465217 -1
3 61294958 -1
1 66519441 1
1 17255207 1
9 13433649 -1
4 63378961 1
3 3880795 1
6 46417579 -1
2 2161515 -1
10 12759392 1
9 59489324 -1
3 50909105 1
4 13346392 -1
2 13723402 1
8 52426898 -1
5 59773143 1
10 52523066 -1
3 67130423 1
1 2718039 -1
3 11274508 1
3 48870241 1
2 21631988 1
1 7020853 -1
7 41619550 -1
6 46219827 -1
8 10774613 1
9 1209594 -1
1 12865009 -1
4 65765819 1
6 15966344 -1
10 1258177 -1
6 55623107 -1
7 5867347 -1
4 60138616 1
1 1511125 1
7 848546 1
2 7929484 1
7 2982095 1
4 63796369 -1
2 3868544 1
2 4510147 1
1 8938545 -1
8 44863034 1
2 62547296 1
7 55255162 1
4 394064 1
10 6433044 1
9 5388120 1
3 1562980 -1
10 17403298 -1
7 55736007 1
7 50034422 1
2 62877190 1
6 60009387 1
1 63032059 -1
2 61754092 1
6 50586842 1
9 46038022 1
6 59950927 -1
4 64736966 1
8 45773431 -1
5 33757957 -1
5 1138752 -1
1 18194559 -1
9 48568063 1
1 60990945 1
8 14615396 1
3 66720859 -1
4 708836 -1
3 3220093 1
9 47528441 1
6 1504354 1
4 52667891 1
10 51649708 1
3 68325533 -1
4 64533234 1
7 2434690 1
1 50751294 -1
2 75792887 1
8 6614284 1
4 9388263 -1
3 5490562 1
10 55516212 -1
4 5264455 -1
7 57446850 1
6 53160891 -1
9 43631071 -1
4 61211202 1
9 10412690 1
10 12859592 1
10 58626995 -1
10 58563639 1
4 12594063 -1
1 6314894 1
6 367608 1
2 77754014 -1
2 58096263 -1
1 68469134 -1
3 65698689 -1
4 4067738 -1
10 53977063 -1
6 59225799 -1
6 3591580 1
2 51560630 -1
3 3167522 1
6 51092619 1
10 56490552 1
9 48364035 1
10 54337696 1
4 5179182 1
10 59919086 -1
6 58733980 1
7 8547779 1
1 65017563 1
2 66056595 -1
4 56792459 1
7 58946723 1
4 67663969 -1
3 11936779 1
10 570057 -1
3 51856592 1
3 58741267 1
7 37942080 1
1 53589005 -1
3 66424450 1
7 63754226 -1
1 18696434 1
5 50013608 1
9 49616534 1
9 56070815 1
7 51474892 1
4 5764982 1
1 70331498 -1
1 72490408 -1
2 66379717 1
5 60684454 1
4 4508803 1
7 2466771 1
2 55398325 -1
3 67186642 1
6 53559550 -1
2 4347672 1
1 18894149 -1
3 3724478 1
3 61863827 1
3 66936076 1
10 10256891 -1
10 49769237 -1
9 1049394 -1
2 70618642 1
3 70829392 1
4 2464725 -1
6 52951983 -1
4 67313959 -1
4 67937408 1
1 71959242 -1
9 8404592 -1
7 61265798 -1
8 37489920 -1
2 74715065 1
3 73041856 -1
3 13050056 -1
2 63969178 1
5 60650782 -1
5 60705707 1
9 796034 1
4 66730092 -1
4 57257884 1
7 749352 -1
7 61110751 -1
5 9052717 -1
2 17054944 -1
4 1463690 -1
6 52870979 1
9 57064171 1
4 56817021 -1
4 16100764 1
5 13600424 -1
1 63625001 -1
9 51781634 1
9 56523277 1
4 59771020 -1
6 6868826 1
8 44373661 -1
5 345947 -1
7 59080693 -1
1 57983417 -1
3 60160262 -1
2 66358087 -1
3 63294275 1
5 58215531 -1
3 18201241 -1
6 47441098 1
3 60608340 1
6 52387110 1
1 48417157 1
1 62583888 1
1 5475409 1
6 49978578 1
1 54061589 1
4 62997585 -1
1 67560187 1
3 71474379 1
9 58856009 1
4 57937298 -1
1 64742116 -1
6 60701521 -1
3 48350736 -1
7 60585188 1
1 4271171 1
3 58875607 1
1 12143305 1
2 71006707 -1
2 2787166 1
1 71563547 1
6 40688839 1
6 52800327 1
10 60775732 1
3 68080 -1
4 56058065 1
9 50825829 1
3 68262598 -1
2 71114400 -1
6 47687123 -1
3 52523786 -1
7 62750148 1
10 59914943 1
3 57442504 -1
10 4244268 -1
8 1990212 -1
8 52040967 -1
10 2579870 -1
3 59116301 1
7 59896157 -1
9 51746833 1
1 24803779 -1
8 3527574 1
7 54980875 -1
8 9276468 1
7 62414039 1
6 56079408 1
5 49935875 -1
10 55388080 -1
9 3049106 -1
1 52226000 -1
2 66680306 1
9 934258 -1
5 6332725 -1
3 69748752 1
3 64880698 -1
9 782684 1
8 37518597 -1
6 52868703 -1
6 50722106 -1
10 53588677 -1
4 67345429 1
3 60351035 1
6 45880417 1
8 43674658 -1
1 62720899 1
2 47773072 -1
6 60170159 -1
10 52621626 -1
1 2941399 1
2 23743761 1
8 53309789 1
4 7811999 1
1 59257490 1
4 3620302 -1
4 61603961 -1
7 8570337 1
1 62307206 1
2 61001637 1
9 54691198 1
4 52309103 -1
1 66168565 -1
2 9618938 1
1 58936860 -1
2 64470329 -1
9 2349424 -1
6 52037354 -1
3 5070204 -1
3 59431028 1
1 12611371 -1
1 1002179 1
6 61257291 -1
3 16663320 1
7 5851458 -1
7 59662897 -1
2 4933426 1
9 49845468 1
4 15196106 1
10 8082615 -1
1 61673627 1
1 65708142 1
9 57369272 -1
4 8084194 -1
7 64249553 1
1 65448607 1
6 55158822 1
4 52625239 1
1 64514080 1
4 57816498 1
3 12373710 1
3 49086792 -1
6 57710461 1
3 68727234 -1
5 1540639 -1
7 18219577 -1
1 24894098 -1
10 5730469 1
2 62908417 -1
5 1505593 -1
3 73091129 -1
2 8901050 -1
7 14772904 1
4 4322605 1
1 6635569 -1
1 12705472 -1
9 2164488 -1
3 1096928 1
2 67087395 -1
7 48833013 1
4 60369252 1
3 66647018 -1
1 67356860 1
1 53797928 1
3 66402649 -1
4 55555555 1
4 54848135 -1
1 2622701 1
9 1477573 -1
5 50937089 1
6 49971886 1
4 57859449 1
3 51675981 1
1 23161933 1
1 61573672 -1
3 70357050 -1
10 2280919 -1
3 72725839 -1
3 17833652 1
8 1338654 1
9 53852476 1
9 5334930 -1
7 1028002 -1
4 66127581 -1
3 4308699 -1
6 59490223 1
2 61556419 -1
2 66100353 1
7 58421761 1
1 64201134 1
3 69581283 -1
2 71776231 -1
1 64971371 -1
2 60583517 1
10 2523821 -1
3 125366 -1
1 67428819 1
3 63564817 -1
1 10830923 1
3 69528865 -1
3 70336239 -1
5 1329448 -1
9 6995203 1
2 4382895 -1
6 56413885 -1
3 63455542 -1
5 45862493 1
9 56845936 1
9 14649163 1
4 49624996 -1
9 2757392 -1
4 57019696 -1
3 61517441 1
10 45854689 -1
3 55917201 -1
6 46043641 1
4 66936987 -1
1 16800028 1
2 57873068 -1
1 6767650 -1
1 57460960 1
1 53249407 -1
8 54836407 1
2 56857871 1
10 7288025 1
2 2837836 1
4 4452596 -1
1 66636190 1
1 1235430 1
8 6535687 -1
1 71788967 -1
2 13233467 1
7 10086698 1
4 58496391 1
6 52080387 1
5 2343799 1
2 537098 1
10 41778115 1
7 59666544 1
9 51853064 -1
4 60902122 -1
4 58953909 -1
1 53400121 -1
3 54422950 1
8 52935074 -1
4 2256928 -1
6 51038507 1
3 55429844 1
8 49875537 1
5 38614 -1
10 58533210 -1
1 12199697 -1
10 10380037 -1
10 59751458 -1
1 47889674 1
1 9295424 -1
1 69946081 -1
7 61460547 1
1 65756998 -1
8 3063090 -1
7 62433905 -1
6 60579672 -1
1 1525386 -1
2 64842989 1
2 76920456 1
3 73118483 -1
7 1038205 1
3 56132929 -1
10 2954744 -1
1 3833910 1
2 47158100 1
1 63447983 1
4 50796321 -1
3 68222835 1
4 58261350 1
1 19039315 -1
2 64833568 1
9 48188157 1
1 53288227 -1
4 50588777 -1
4 59578941 1
2 70694250 -1
5 48567758 -1
2 426181 1
2 67137989 -1
1 7608839 -1
7 62403516 -1
7 9074250 1
4 58784669 -1
7 63367183 1
6 46141656 1
2 56555197 1
2 66573190 -1
3 58488360 1
4 54375309 -1
6 58439493 1
9 57463622 -1
4 56918465 -1
1 63343869 1
1 17115541 1
9 3588696 -1
1 60014047 1
10 53325380 -1
7 8857684 -1
2 71907923 -1
4 50950724 1
2 65919004 1
1 69794596 -1
2 69974018 1
1 9389669 1
3 71916230 1
7 20737900 -1
5 57410249 -1
1 10136986 -1
4 621568 -1
6 1752506 -1
1 63733776 -1
7 54573188 -1
6 39903279 1
1 5012234 1
6 55606275 -1
10 53214540 1
3 62875342 -1
1 3916857 -1
1 4456438 -1
9 50315346 -1
2 7398604 1
10 55660441 -1
6 61931805 1
2 60381148 1
6 50260360 -1
3 1464483 -1
4 65534416 1
1 64311776 -1
3 638559 -1
10 59882668 -1
6 52398063 1
7 61259632 -1
10 59622010 -1
3 9386865 -1
2 68048101 -1
8 44578856 1
5 6168913 -1
3 69284686 1
9 55289057 1
6 55064691 1
8 55395469 1
3 68808566 -1
1 50183023 1
1 70932320 -1
1 57160125 -1
5 350744 -1
10 56906869 1
4 3479401 1
3 73083184 1
4 3244729 1
6 50147163 1
1 1533346 1
3 60053930 1
9 58133422 1
1 5919767 -1
2 56981561 1
6 55132885 -1
4 34205308 -1
3 48057346 1
4 5497285 -1
6 57298290 -1
1 66213262 1
8 51128624 -1
5 2200619 1
2 71314903 -1
1 2918162 -1
5 3243401 1
7 63900078 -1
2 768661 -1
10 58622746 -1
1 5601730 -1
9 4361269 -1
8 53748055 -1
10 54918104 1
1 57460960 1
3 59536230 1
4 3471971 1
4 62334153 1
1 2908164 1
10 22330826 -1
1 64426043 1
9 50356022 -1
3 9893921 -1
7 3094890 1
1 63981178 1
4 67051251 1
9 56105973 1
2 17054944 -1
4 64539437 -1
1 51183809 1
2 74620878 -1
4 52657447 1
1 17588540 -1
4 1442786 -1
6 55646533 -1
5 57724107 1
7 50025392 1
2 61883110 1
3 59987745 -1
9 6936899 -1
3 17143117 1
4 56041931 1
9 58839171 -1
1 19848918 -1
9 42352260 -1
8 55111739 -1
7 50919622 1
2 5008054 1
6 44509820 1
7 58783308 1
3 58789802 -1
7 37473248 -1
3 12174014 -1
1 49631502 -1
10 4519452 1
