Chromosome/scaffold name	Transcript end (bp)	Strand
5	53325570	-1
5	53353225	-1
5	53362341	1
5	53367619	-1
5	53385213	-1
5	53388077	-1
5	53393541	1
5	53400669	-1
5	53420035	1
5	53429967	-1
5	53439373	-1
5	53441681	1
5	53448455	1
5	53450095	1
5	53479673	1
5	53486135	-1
5	53497796	1
5	53584816	-1
5	53659051	-1
5	53681988	1
5	53684704	-1
5	53699874	1
5	53705141	-1
5	53716874	-1
5	53720291	1
5	53744881	1
5	53750943	1
5	53758795	-1
5	53815489	1
5	53841172	-1
5	53849977	1
5	53859030	-1
5	53874255	1
5	53879830	1
5	53881964	-1
5	53888305	-1
5	53887905	-1
5	53888305	-1
5	53895353	1
5	53898084	-1
5	53906162	1
5	53913300	1
5	53941493	-1
5	53973762	-1
5	54010157	1
5	54011534	1
5	54072055	-1
5	54115984	1
5	54128100	-1
5	54152520	1
5	54183424	1
5	54191803	1
5	54208176	1
5	54226974	1
5	54234629	-1
5	54268016	-1
5	54278591	-1
5	54279385	-1
5	54281880	1
5	54284069	1
5	54302504	-1
5	54326505	-1
5	54332131	-1
5	54341985	-1
5	54356625	-1
5	54367945	-1
5	54378736	-1
5	54390184	1
5	54415201	1
5	54442464	1
5	54453758	-1
5	54470249	1
5	54479093	-1
5	54488937	1
5	54493175	-1
5	54510735	1
5	54513629	-1
5	54538380	-1
5	54576022	1
5	54579789	1
5	54595889	-1
5	54601350	-1
5	54617252	-1
5	54683747	1
5	54692844	1
5	54702327	-1
5	54749796	1
5	54753135	1
5	54773304	1
5	54776788	1
5	54779600	-1
5	54791740	1
5	54821559	-1
5	54893848	-1
5	54893400	-1
5	54900913	-1
5	54928572	-1
5	54962647	1
5	54981388	1
5	54985545	1
5	54987124	1
5	55001328	1
5	55008621	1
5	55023386	-1
5	55047812	-1
5	55082335	1
5	55114699	-1
5	55116333	1
5	55132186	1
5	55139931	-1
5	55145164	-1
5	55154153	1
5	55161632	1
5	55168428	-1
5	55173202	-1
5	55220440	-1
5	55225590	-1
5	55225628	-1
5	55242667	-1
5	55258337	1
5	55259773	-1
5	55271314	1
5	55279706	-1
5	55282264	-1
5	55295938	1
5	55302693	1
5	55308168	1
5	55313370	-1
5	55322906	-1
5	55337455	-1
5	55402972	1
5	55402541	1
5	55407379	1
5	55413818	-1
5	55416831	-1
5	55420739	-1
5	55448916	-1
5	55453758	1
5	55464793	-1
5	55487555	1
5	55492112	-1
5	55501827	-1
5	55509456	1
5	55523972	1
5	55529553	-1
5	55539753	-1
5	55542281	-1
5	55580116	1
5	55584468	1
5	55598402	-1
5	55611121	-1
5	55618913	-1
5	55626982	1
5	55647972	-1
5	55656624	1
5	55664597	-1
5	55668699	1
5	55676093	-1
5	55680511	-1
5	55684235	1
5	55693520	1
5	55707556	1
5	55719123	1
5	55741171	-1
5	55744062	1
5	55748238	1
5	55775708	1
5	55777345	1
5	55803303	1
5	55850863	1
5	56012498	1
5	56019457	1
5	56024648	1
5	56098637	-1
5	56102988	1
5	56114365	-1
5	56159082	1
5	56177019	1
5	56177731	1
5	56190782	-1
5	56217113	-1
5	56234339	1
5	56244061	1
5	56247670	-1
5	56266669	1
5	56266340	1
5	56266340	1
5	56275528	1
5	56277495	1
5	56291557	1
5	56311240	-1
5	56314134	-1
5	56315644	-1
5	56334124	1
5	56353845	1
5	56355503	-1
5	56371705	-1
5	56380198	-1
5	56384313	-1
5	56401499	1
5	56410497	-1
5	56421421	-1
5	56427007	1
5	56435584	-1
5	56448691	-1
5	56460468	1
5	56466290	-1
5	56496708	1
5	56510345	-1
5	56559321	1
5	56563491	1
5	56564257	-1
5	56575330	-1
5	56579516	-1
5	56589437	-1
5	56593221	-1
5	56603291	-1
5	56604304	-1
5	56613414	1
5	56623663	1
5	56638339	-1
5	56644138	-1
5	56688546	1
5	56691184	-1
5	56694384	-1
5	56705124	1
5	56712711	-1
5	56724366	-1
5	56726614	-1
5	56744328	1
5	56749899	-1
5	56763693	-1
5	56786345	1
5	56792130	1
5	56800084	-1
5	56809735	-1
5	56845245	1
5	56847552	-1
5	56850791	-1
5	56856330	1
5	56860850	1
5	56860850	1
5	56869024	1
5	56873541	-1
5	56873541	-1
5	56897537	1
5	56909693	-1
5	56909984	-1
5	56918163	-1
5	56921644	-1
5	56928911	1
5	56933159	-1
5	56942639	1
5	56948752	1
5	56955330	1
5	56962872	-1
5	56968435	1
5	56977624	1
5	56980681	1
5	56987281	-1
5	57002770	-1
5	57002770	-1
5	57004915	-1
5	57032482	-1
5	57039852	1
5	57066413	-1
5	57069341	-1
5	57089740	1
5	57092650	-1
5	57100316	1
5	57108946	1
5	57114540	1
5	57127022	1
5	57133645	-1
5	57142404	1
5	57174194	-1
5	57181339	-1
5	57187157	-1
5	57227381	-1
5	57280327	-1
5	57297095	-1
5	57303749	1
5	57371722	1
5	57386627	-1
5	57393723	-1
5	57404461	1
5	57410249	-1
5	57416157	1
5	57417919	-1
5	57426134	-1
5	57447978	1
5	57454814	1
5	57456017	1
5	57460451	-1
5	57465044	-1
5	57491950	1
5	57506217	1
5	57508320	1
5	57517470	1
5	57545423	1
5	57548808	1
5	57551317	-1
5	57561503	1
5	57570520	-1
5	57585314	1
5	57586479	-1
5	57589036	-1
5	57589657	-1
5	57601730	1
5	57609792	-1
5	57622246	-1
5	57638271	-1
5	57638210	-1
5	57640460	-1
5	57660581	1
5	57703980	1
5	57706379	-1
5	57719932	1
5	57727050	1
5	57731593	-1
5	57740946	1
5	57746442	1
5	57755868	1
5	57761846	1
5	57769201	-1
5	57774435	1
5	57781640	1
5	57788620	-1
5	57819689	1
5	57858731	-1
5	57863962	1
5	57866079	-1
5	57877825	1
5	57893016	1
5	57911140	1
5	57919358	1
5	57921661	1
5	57928782	-1
5	57939300	1
5	57945133	1
5	57951740	-1
5	57953334	1
5	57958122	1
5	57960334	-1
5	57971009	1
5	57973644	-1
5	57976093	1
5	57980405	1
5	57987847	1
5	57991768	1
5	58001452	-1
5	58002854	-1
5	58004312	-1
5	58009850	1
5	58015329	1
5	58018332	-1
5	58026129	-1
5	58048392	1
5	58051471	1
5	58059255	1
5	58065633	1
5	58080591	1
5	58090828	-1
5	58092581	-1
5	58101374	-1
5	58105813	1
5	58108023	-1
5	58125223	-1
5	58130640	-1
5	58133882	-1
5	58137119	-1
5	58140354	-1
5	58143589	-1
5	58155503	-1
5	58157638	-1
5	58161254	-1
5	58166655	-1
5	58186026	1
5	58188648	-1
5	58195891	-1
5	58215531	-1
5	58219287	-1
5	58222723	-1
5	58226119	1
5	58230662	1
5	58254487	-1
5	58268517	1
5	58281198	-1
5	58281468	-1
5	58307950	-1
5	58312434	-1
5	58320933	1
5	58320539	1
5	58322274	-1
5	58333457	-1
5	58337365	1
5	58400698	-1
5	58414169	-1
5	58438925	1
5	58442338	1
5	58453172	1
5	58464263	1
5	58509117	-1
5	58518438	-1
5	58562722	-1
5	58562847	-1
5	58582558	1
5	58586785	-1
5	58590248	1
5	58600719	-1
5	58611059	1
5	58613107	1
5	58619060	-1
5	58622935	1
5	58623116	1
5	58627193	-1
5	58647077	-1
5	58662650	1
5	58668964	-1
5	58674206	-1
5	58680396	-1
5	58684091	-1
5	58690831	-1
5	58695832	1
5	58704995	-1
5	58718456	1
5	58729677	1
5	58733380	1
5	58737913	1
5	58744695	1
5	58752958	-1
5	58757455	-1
5	58760218	-1
5	58806488	1
5	58823934	-1
5	58825768	-1
5	58835611	1
5	58836527	-1
5	58847481	1
5	58848848	1
5	58852927	-1
5	58855905	-1
5	58865331	1
5	58869686	-1
5	58876930	-1
5	58885999	-1
5	58918539	-1
5	58927930	1
5	58937347	-1
5	58953189	1
5	58963983	-1
5	58998504	-1
5	59009735	-1
5	59040871	1
5	59067623	-1
5	59067624	-1
5	59098658	1
5	59107838	-1
5	59121675	-1
5	59126552	-1
5	59133289	-1
5	59139471	-1
5	59142129	1
5	59147823	1
5	59152573	-1
5	59158288	-1
5	59163950	1
5	59171603	1
5	59178007	1
5	59182263	1
5	59189744	-1
5	59194738	1
5	59208864	1
5	59213282	-1
5	59227796	-1
5	59229474	-1
5	59237729	-1
5	59240887	1
5	59255777	-1
5	59265891	-1
5	59280430	-1
5	59296649	-1
5	59301782	-1
5	59319812	-1
5	59342261	-1
5	59354066	1
5	59357149	-1
5	59365186	-1
5	59414857	1
5	59417283	1
5	59438068	1
5	59457270	1
5	59462321	1
5	59463718	1
5	59466737	-1
5	59475117	-1
5	59477611	-1
5	59512678	1
5	59523705	1
5	59528712	-1
5	59552059	1
5	59556419	-1
5	59564316	-1
5	59568930	-1
5	59582551	-1
5	59607841	-1
5	59639706	-1
5	59646594	-1
5	59658932	1
5	59693376	1
5	59700315	1
5	59719868	1
5	59747393	-1
5	59772149	1
5	59776383	1
5	59780736	1
5	59792858	1
5	59803652	-1
5	59813288	-1
5	59825995	1
5	59829472	1
5	59835205	1
5	59850365	-1
5	59896459	1
5	59901008	1
5	59915207	-1
5	59920142	-1
5	59921051	1
5	59943817	1
5	59952886	-1
5	59960234	-1
5	59984130	1
5	59999091	1
5	60003609	1
5	60006188	1
5	60011513	1
5	60042341	1
5	60046143	1
5	60069221	1
5	60091680	1
5	60102622	1
5	60111085	1
5	60114938	1
5	60118124	-1
5	60136409	-1
5	60145145	1
5	60154052	1
5	60160902	1
5	60170352	1
5	60177292	1
5	60180946	1
5	60188044	-1
5	60197805	1
5	60206155	-1
5	60211728	-1
5	60214777	1
5	60226510	-1
5	60248061	-1
5	60257409	-1
5	60265689	1
5	60272125	-1
5	60289231	-1
5	60290236	1
5	60312366	-1
5	60313971	1
5	60321590	-1
5	60338915	-1
5	60343579	1
5	60350546	-1
5	60364202	1
5	60375425	1
5	60377964	1
5	60398346	-1
5	60410666	-1
5	60418482	-1
5	60446767	1
5	60476244	-1
5	60481392	-1
5	60486559	-1
5	60499073	1
5	60524985	1
5	60528039	-1
5	60533109	-1
5	60535048	-1
5	60545997	-1
5	60560425	1
5	60574120	-1
5	60603741	-1
5	60607998	-1
5	60616106	-1
5	60629989	1
5	60632282	-1
5	60634280	-1
5	60641072	1
5	60645853	1
5	60650782	-1
5	60654005	-1
5	60660701	-1
5	60665720	-1
5	60669360	-1
5	60675686	-1
5	60678598	-1
5	60685870	1
5	60695524	1
5	60701303	1
5	60707309	1
5	60716605	1
5	60725094	1
5	60731318	1
5	60732567	1
5	60735016	-1
5	60760619	1
5	60766833	-1
5	60766822	-1
5	60766822	-1
5	60770460	-1
5	60771657	-1
5	60777231	-1
5	60781121	1
5	60795305	1
5	60804220	1
5	60808917	-1
5	60812149	1
5	60823151	1
5	60823984	-1
5	60828529	-1
5	60834508	-1
5	60843849	1
5	60858432	1
5	60868214	1
5	60892885	1
5	60892885	1
5	60906147	-1
5	60930702	-1
5	60940458	-1
5	60949018	-1
5	60965513	1
5	60973548	1
5	60984659	1
5	60998387	-1
5	60998435	-1
5	60993762	-1
5	61010503	1
5	61018316	1
5	61029756	1
5	61050689	-1
5	61058128	-1
5	61062092	-1
5	61094282	1
5	61098179	1
5	61104264	1
5	61110310	1
5	61114113	1
5	61131362	-1
5	61131803	-1
5	61152592	1
5	61167134	1
5	61170130	-1
5	61174687	1
5	61181910	-1
5	61187641	-1
5	61192459	1
5	61198600	1
5	61222508	1
5	61223554	-1
5	61228529	-1
5	61232923	-1
5	61237524	1
5	61261974	1
5	61278866	1
5	61285398	1
5	61321658	1
5	61325654	-1
5	61355134	-1
5	61371679	1
5	61375976	-1
5	61390338	1
5	61413549	1
5	61418887	-1
5	61431547	1
5	61443238	1
5	61456456	1
5	61464689	-1
5	61499773	1
5	61506610	1
5	61524117	1
5	61530731	1
5	61572701	1
5	61589176	1
5	61591939	1
5	61597099	-1
5	61609814	1
5	61616948	1
5	61623861	-1
5	61639861	-1
5	61648088	-1
5	61659130	-1
5	61670018	1
5	61683010	1
5	61720626	1
5	61728969	1
5	61758303	-1
5	61762792	-1
5	61807668	1
5	61815331	-1
5	61825876	1
5	61832958	1
5	61847020	-1
5	61869562	1
5	61870974	1
5	61874379	1
5	61884250	1
5	61894736	1
5	61901033	-1
5	61925821	-1
5	61928834	-1
5	61942224	1
5	61960210	1
5	61972867	1
5	61974969	1
5	61989691	1
5	61994832	1
5	62003461	1
5	62010129	1
5	62019228	-1
5	62028241	-1
5	62044196	1
5	62057361	-1
5	62075284	-1
5	62081665	-1
5	62091180	-1
5	62095277	1
5	62102990	1
5	62110801	-1
5	62120211	-1
5	62128277	-1
5	62132736	1
5	62141201	-1
5	62145149	-1
5	62152965	1
5	62162258	1
5	62164664	1
5	62170160	1
5	62174782	-1
5	62177710	1
5	62183282	1
5	62184426	-1
5	62190218	1
5	62197995	1
5	62203900	1
5	62204103	1
5	62207072	1
5	62209991	1
5	62213153	1
5	62217353	1
5	62229099	1
5	62232372	1
5	62237296	-1
5	62240704	-1
5	62247400	-1
5	62257838	-1
5	62262792	-1
5	62278034	-1
5	62289849	1
5	62296964	-1
5	62322868	1
5	62323540	-1
5	62326451	1
5	62328788	-1
GL003198.1	9450	-1
GL003203.1	5907	1
GL003205.1	2365	1
GL003209.1	755	1
GL003209.1	9131	1
GL003214.1	2098	1
GL003214.1	4521	-1
GL003252.1	7405	1
6	14911	1
6	20220	1
6	20246	1
6	25736	-1
6	25736	-1
6	32455	1
6	35993	-1
6	42358	-1
6	44178	-1
6	47930	-1
6	72363	-1
6	87132	1
6	101215	1
6	108955	-1
6	175244	1
6	180611	-1
6	199117	-1
6	220569	-1
6	258492	1
6	263095	1
6	305095	1
6	337304	1
6	342420	-1
6	348956	-1
6	365478	1
6	365523	1
6	365478	1
6	365478	1
6	370391	1
6	377297	-1
6	381673	-1
6	398268	-1
6	432320	1
6	458578	1
6	464641	-1
6	476319	1
6	488029	1
6	494577	1
6	500211	1
6	504658	1
6	510504	1
6	530409	1
6	537333	1
6	545392	1
6	553157	-1
6	577465	1
6	596776	-1
6	605803	-1
6	619164	1
6	625823	-1
6	663982	1
6	673363	1
6	750167	1
6	752188	1
6	752558	1
6	757603	1
6	759461	1
6	762976	1
6	770077	1
6	773353	-1
6	783278	-1
6	793366	-1
6	796272	1
6	796039	1
6	811980	1
6	811980	1
6	811980	1
6	816031	1
6	840716	-1
6	846449	1
6	867017	1
6	877136	1
6	880723	1
6	888791	1
6	898650	1
6	916542	1
6	928843	1
6	942185	-1
6	951194	-1
6	955065	1
6	967711	-1
6	985664	1
6	987752	-1
6	1006981	1
6	1013702	-1
6	1021565	-1
6	1033821	-1
6	1038223	-1
6	1048865	-1
6	1131623	1
6	1134530	-1
6	1137221	1
6	1143336	-1
6	1151703	-1
6	1200743	1
6	1204850	-1
6	1204850	-1
6	1216444	1
6	1221669	1
6	1251586	-1
6	1265765	-1
6	1273693	-1
6	1281098	1
6	1287618	1
6	1293850	-1
6	1339690	1
6	1345977	-1
6	1352991	1
6	1356331	1
6	1366839	1
6	1382721	1
6	1384307	-1
6	1395387	1
6	1399970	-1
6	1405058	-1
6	1426250	1
6	1444174	-1
6	1470059	-1
6	1483300	1
6	1484260	-1
6	1487278	-1
6	1511180	1
6	1515091	1
6	1519717	-1
6	1531926	-1
6	1537265	-1
6	1557249	1
6	1562149	-1
6	1564533	1
6	1572703	1
6	1577855	-1
6	1622939	-1
6	1638389	1
6	1642003	1
6	1647153	-1
6	1650485	-1
6	1682675	-1
6	1692563	1
6	1715524	-1
6	1725706	-1
6	1732622	1
6	1735314	1
6	1752506	-1
6	1761584	-1
6	1778284	-1
6	1793261	-1
6	1812244	1
6	1821218	1
6	1826565	-1
6	1841376	-1
6	1841084	-1
6	1848314	-1
6	1852550	1
6	1860548	1
6	1862635	1
6	1880555	1
6	1882495	1
6	1887700	-1
6	1893381	1
6	1906385	1
6	1908729	-1
6	1915305	-1
6	1918689	1
6	1928943	1
6	1954997	1
6	1996793	-1
6	2056336	1
6	2127333	-1
6	2168295	1
6	2174990	-1
6	2203464	-1
6	2292776	-1
6	2293421	-1
6	2295320	-1
6	2304853	1
6	2307823	-1
6	2320040	-1
6	2322022	-1
6	2340705	-1
6	2343265	1
6	2366944	1
6	2371144	1
6	2384882	1
6	2392739	1
6	2405557	1
6	2406327	1
6	2412873	-1
6	2423374	-1
6	2428759	1
6	2446095	1
6	2448103	-1
6	2461008	-1
6	2467918	1
6	2574478	1
6	2580081	1
6	2630916	1
6	2637341	1
6	2645155	-1
6	2659988	-1
6	2661498	-1
6	2662932	1
6	2667924	-1
6	2706678	-1
6	2730781	-1
6	2811359	1
6	2833204	1
6	2878583	1
6	2882666	-1
6	2902245	-1
6	2956897	-1
6	2975922	-1
6	3012324	1
6	3019378	-1
6	3050486	-1
6	3096301	-1
6	3155738	1
6	3168223	1
6	3186657	-1
6	3205116	1
6	3216063	-1
6	3223528	-1
6	3243170	-1
6	3250402	1
6	3279095	-1
6	3293866	1
6	3309699	-1
6	3325006	1
6	3327373	1
6	3332629	1
6	3356799	1
6	3359424	1
6	3362763	1
6	3373573	1
6	3390596	1
6	3396568	1
6	3400233	-1
6	3422179	1
6	3432746	1
6	3449817	-1
6	3482355	1
6	3510740	1
6	3518680	-1
6	3556641	1
6	3595476	1
6	3600762	1
6	3606935	1
6	3611964	1
6	3617362	-1
6	3620336	-1
6	3682552	-1
6	3689408	-1
6	3738320	-1
6	3744537	1
6	3760140	1
6	3765502	-1
6	3794621	1
6	3799425	-1
6	3824950	-1
6	3834448	-1
6	3833589	-1
6	3838774	-1
6	3844170	-1
6	3875635	1
6	3883048	-1
6	3907328	1
6	3914110	-1
6	3923243	1
6	3929043	1
6	3946112	1
6	3960086	1
6	3967364	1
6	3977070	1
6	4001089	1
6	4013970	1
6	4039324	1
6	4070434	1
6	4077823	1
6	4091346	-1
6	4105219	1
6	4110016	1
6	4115708	1
6	4181898	1
6	4183688	-1
6	4240507	1
6	4256224	1
6	4293608	1
6	4301677	-1
6	4302328	-1
6	4326820	1
6	4345793	1
6	4357171	-1
6	4361305	1
6	4380990	1
6	4549482	1
6	4624595	-1
6	4627266	-1
6	4668915	1
6	4670731	1
6	4679528	-1
6	4787852	-1
6	4841444	-1
6	4843943	-1
6	4893320	-1
6	4897719	1
6	4907245	1
6	4954107	1
6	4976436	-1
6	4984110	-1
6	5313743	-1
6	5432149	-1
6	5434099	-1
6	5442034	-1
6	5448487	-1
6	5523699	1
6	5523980	1
6	5525443	1
6	5553166	1
6	5554904	-1
6	5580876	-1
6	5616336	-1
6	5626725	-1
6	5635535	-1
6	5676655	-1
6	5701560	-1
6	5706076	-1
6	5714413	-1
6	5745048	1
6	5750698	1
6	5751382	1
6	5763531	1
6	5779216	1
6	5804896	-1
6	5858151	1
6	5866394	-1
6	5869049	1
6	5878384	1
6	5910169	1
6	5941669	1
6	5964350	-1
6	6008458	1
6	6015887	1
6	6030606	1
6	6032583	1
6	6038314	-1
6	6044488	-1
6	6059562	-1
6	6092848	1
6	6111323	1
6	6115026	-1
6	6123789	1
6	6136198	-1
6	6197862	1
6	6229794	-1
6	6250050	1
6	6252060	1
6	6286017	1
6	6286017	1
6	6291366	1
6	6298949	1
6	6367394	1
6	6372708	-1
6	6384491	1
6	6422192	-1
6	6427077	1
6	6433734	1
6	6441611	1
6	6489847	1
6	6495047	1
6	6504559	1
6	6506983	1
6	6537184	1
6	6601470	1
6	6602192	1
6	6637158	-1
6	6688007	1
6	6714645	-1
6	6723563	1
6	6725590	-1
6	6734309	1
6	6737335	-1
6	6750788	-1
6	6863748	-1
6	6869935	1
6	6913330	-1
6	6922172	1
6	6957934	1
6	6959903	-1
6	6995313	-1
6	7151329	-1
6	7156765	-1
6	7167340	1
6	7180366	-1
6	7183559	-1
6	7339620	1
6	7338880	1
6	7338612	1
6	7349215	1
6	7434669	-1
6	7473253	1
6	7722343	-1
6	7760118	-1
6	8029435	1
6	8195181	-1
6	8688539	1
6	8691387	1
6	8736953	1
6	8891099	1
6	8900738	-1
6	8910053	1
6	8926094	-1
6	8932613	-1
6	8934753	1
6	8962237	1
6	9065846	-1
6	9069235	-1
6	9206208	-1
6	9287938	-1
6	9288838	-1
6	9292132	-1
6	9310110	1
6	9322756	-1
6	9368894	1
6	9531658	-1
6	9539514	-1
6	9544760	-1
6	9673977	1
6	9682397	1
6	9685406	1
6	9787790	1
6	9808361	-1
6	9860133	1
6	10113522	-1
6	10277606	1
6	10404891	-1
6	10588229	-1
6	10649067	-1
6	10652749	-1
6	10678729	-1
6	10701096	-1
6	10836585	-1
6	10911992	-1
6	11001639	1
6	11184602	-1
6	11187901	1
6	11192647	1
6	11320644	-1
6	11323256	-1
6	11324611	-1
6	11424958	1
6	11441388	1
6	11620691	-1
6	11680243	-1
6	11817051	1
6	12029360	-1
6	12176481	1
6	13581583	1
6	13592637	-1
6	13592115	1
6	13785030	-1
6	13883736	-1
6	14039840	1
6	14048785	1
6	14111634	-1
6	14140676	1
6	14152264	-1
6	14197271	1
6	14203508	1
6	14384567	-1
6	14509922	-1
6	14528361	-1
6	14673019	-1
6	15099135	-1
6	15119480	-1
6	15122842	-1
6	15124479	1
6	15305683	-1
6	15365997	-1
6	15697235	-1
6	15945412	-1
6	15966344	-1
6	16161531	1
6	16384923	1
6	16707217	-1
6	17297227	1
6	17360509	-1
6	17416845	-1
6	17500553	1
6	17948157	-1
6	18590229	1
6	18874349	-1
6	19145123	1
6	19216108	1
6	19291663	-1
6	19292736	-1
6	20686659	1
6	23020247	-1
6	23399567	1
6	24040420	-1
6	25509445	1
6	25516108	-1
6	25521386	-1
6	25523076	1
6	25550950	1
6	25554360	1
6	25563285	1
6	25663166	-1
6	25668064	1
6	25946727	-1
6	26363229	1
6	26371178	-1
6	26593336	1
6	26616782	-1
6	26682893	-1
6	26908075	-1
6	26964132	-1
6	27256728	-1
6	27262201	1
6	27706209	1
6	27711941	-1
6	28007045	1
6	28047142	-1
6	28133351	1
6	28143629	1
6	28724316	-1
6	28725503	-1
6	29519700	1
6	29545440	-1
6	29548269	1
6	29571979	-1
6	29581236	-1
6	29789275	-1
6	29789784	-1
6	29793583	1
6	29813650	-1
6	30098692	-1
6	30196731	-1
6	30213985	-1
6	30268026	-1
6	30277533	-1
6	30380839	-1
6	30752037	-1
6	30782109	-1
6	30798717	1
6	30806088	-1
6	30818218	1
6	30962236	-1
6	31012925	-1
6	31223876	-1
6	31406228	1
6	31408624	1
6	31409701	1
6	31432157	1
6	31434656	1
6	31442825	1
6	31483085	-1
6	31554122	-1
6	31687916	-1
6	31688261	-1
6	31690457	-1
6	31715956	1
6	31721442	1
6	31724760	-1
6	31726643	-1
6	31973767	-1
6	32030213	-1
6	32064393	-1
6	32139757	1
6	32145407	-1
6	32147132	1
6	32147765	-1
6	32245675	-1
6	32246367	1
6	32266297	1
6	32272591	-1
6	32327128	1
6	32340786	-1
6	32353930	1
6	32396613	-1
6	32504610	1
6	32504610	1
6	32504610	1
6	32508985	-1
6	32672177	-1
6	32735919	-1
6	32761358	-1
6	32795285	1
6	32848332	-1
6	33515366	-1
6	33531376	1
6	33620653	1
6	33634564	-1
6	33718549	1
6	33776091	1
6	33785213	1
6	33923074	1
6	33933623	-1
6	33962853	-1
6	34261753	-1
6	34391024	-1
6	34400716	-1
6	34542411	1
6	34689741	1
6	35046572	1
6	35046572	1
6	35164355	-1
6	35177356	-1
6	35405929	-1
6	35492756	1
6	35657880	-1
6	35664504	1
6	35667565	-1
6	35691152	-1
6	35696322	-1
6	35703764	-1
6	35725277	-1
6	35744175	1
6	35763850	-1
6	35769698	1
6	35799968	1
6	35801349	1
6	35814968	-1
6	35896736	-1
6	35951207	-1
6	35980638	-1
6	36610666	-1
6	36757551	-1
6	36759072	-1
6	36775084	1
6	36787553	-1
6	37218023	-1
6	37232923	-1
6	37248311	1
6	37581918	1
6	37589923	-1
6	37604668	1
6	37606123	1
6	37627557	1
6	37632104	1
6	37634167	1
6	37683792	-1
6	37756767	1
6	37767252	-1
6	37883883	1
6	37889217	-1
6	37889773	-1
6	37905071	-1
6	38005107	-1
6	38011872	1
6	38034842	-1
6	38062229	-1
6	38093555	1
6	38112269	1
6	38138457	1
6	38142252	1
6	38159353	1
6	38176570	-1
6	38322126	1
6	38330019	-1
6	38335019	1
6	38377565	1
6	38384482	1
6	38395366	-1
6	38408359	1
6	38507684	1
6	38598155	1
6	38690769	1
6	38712006	1
6	38714377	1
6	38733029	1
6	38750062	-1
6	39007770	-1
6	39010182	-1
6	39102257	1
6	39101895	1
6	39106276	1
6	39193366	1
6	39259046	1
6	39278329	1
6	39320550	1
6	39325614	1
6	39331282	1
6	39373201	1
6	39382446	1
6	39397942	-1
6	39520556	1
6	39527016	1
6	39537795	1
6	39625901	1
6	39631645	1
6	39647654	-1
6	39653181	-1
6	39710851	-1
6	39727676	-1
6	39731516	-1
6	39783631	1
6	39864718	1
6	39865923	-1
6	39870700	1
6	39906744	1
6	39908226	1
6	39921352	-1
6	39953971	-1
6	39969146	1
6	39972162	1
6	39997657	1
6	40043627	1
6	40054072	-1
6	40073909	1
6	40082075	1
6	40085195	1
6	40088379	1
6	40105282	1
6	40129517	1
6	40136505	1
6	40175656	1
6	40195230	1
6	40211600	1
6	40217587	-1
6	40244912	-1
6	40290602	1
6	40365752	1
6	40403993	1
6	40413777	-1
6	40420560	1
6	40423320	1
6	40433699	1
6	40436984	1
6	40440378	-1
6	40462677	1
6	40473590	1
6	40498431	1
6	40557951	1
6	40608430	1
6	40612090	-1
6	40689723	1
6	40699967	-1
6	40702056	1
6	40714850	1
6	40771377	1
6	40776006	1
6	40783917	1
6	40784927	-1
6	40795991	-1
6	40800508	-1
6	40819447	-1
6	40836238	-1
6	40840449	-1
6	40852096	-1
6	40947467	1
6	40959058	1
6	40977007	-1
6	41054849	-1
6	41057438	1
6	41060211	-1
6	41067607	-1
6	41076298	1
6	41076298	1
6	41106358	-1
6	41133544	1
6	41187007	-1
6	41210142	1
6	41221163	-1
6	41231850	-1
6	41239811	-1
6	41316972	1
6	41338760	-1
6	41338494	-1
6	41429249	1
6	41547478	1
6	41556653	-1
6	41570133	-1
6	41574978	1
6	41581903	1
6	41586422	1
6	41593819	1
6	41599509	1
6	41606626	1
6	41625428	-1
6	41673384	1
6	41722392	1
6	41729384	-1
6	41733378	1
6	41793745	-1
6	41801787	-1
6	41811814	1
6	41836041	-1
6	41862297	-1
6	41861268	-1
6	41885164	-1
6	41893115	1
6	41931154	-1
6	41935789	-1
6	41937465	-1
6	41951689	1
6	41965891	1
6	41975276	-1
6	42042240	-1
6	42050228	-1
6	42143038	-1
6	42215100	1
6	42234405	1
6	42251641	1
6	42306939	1
6	42310953	1
6	42312703	-1
6	42317851	-1
6	42355370	-1
6	42364735	1
6	42369468	-1
6	42414202	1
6	42425628	-1
6	42445414	-1
6	42450778	1
6	42454651	1
6	42461448	1
6	42465968	-1
6	42484594	-1
6	42486265	-1
6	42495519	-1
6	42507744	-1
6	42507744	-1
6	42509376	1
6	42537063	1
6	42541738	-1
6	42589528	-1
6	42610738	1
6	42620632	1
6	42640966	1
6	42647562	-1
6	42651491	-1
6	42651369	-1
6	42663917	-1
6	42675073	-1
6	42683103	-1
6	42686195	-1
6	42711296	-1
6	42728113	1
6	42734776	-1
6	42735136	-1
6	42742775	-1
6	42759862	1
6	42764012	-1
6	42782364	-1
6	42787275	1
6	42790311	1
6	42792935	-1
6	42803752	1
6	42863130	1
6	42881946	-1
6	43044120	-1
6	43072107	1
6	43090131	1
6	43129772	-1
6	43144929	-1
6	43153367	1
6	43162261	1
6	43169863	1
6	43177741	1
6	43178543	-1
6	43183667	1
6	43209761	1
6	43208943	-1
6	43216657	1
6	43223786	1
6	43228904	-1
6	43233167	1
6	43317078	1
6	43323740	1
6	43325730	1
6	43333529	1
6	43340712	-1
6	43353805	-1
6	43498101	-1
6	43679053	-1
6	43924998	1
