Chromosome/scaffold name	Transcript start (bp)	Strand
4	63413158	-1
4	63418352	1
4	63424415	-1
4	63424415	-1
4	63435542	-1
4	63448944	-1
4	63460789	-1
4	63476370	1
4	63477828	-1
4	63488907	1
4	63522940	1
4	63533472	1
4	63539747	1
4	63544542	-1
4	63551738	1
4	63553225	1
4	63564002	1
4	63568905	1
4	63589296	1
4	63605443	-1
4	63618450	-1
4	63633634	-1
4	63658681	1
4	63660385	-1
4	63668728	-1
4	63681746	-1
4	63687804	-1
4	63696173	-1
4	63699506	-1
4	63701439	1
4	63703091	-1
4	63706534	-1
4	63710212	1
4	63713903	1
4	63717360	-1
4	63725383	1
4	63730131	-1
4	63731755	1
4	63754789	1
4	63767220	-1
4	63773956	-1
4	63790566	1
4	63790699	1
4	63794115	-1
4	63805529	1
4	63816531	-1
4	63819975	1
4	63822622	-1
4	63833495	1
4	63842712	1
4	63847459	-1
4	63854892	-1
4	63862502	-1
4	63864158	1
4	63873889	-1
4	63874646	-1
4	63878514	-1
4	63883026	1
4	63889408	-1
4	63901355	1
4	63910696	-1
4	63927341	-1
4	63931577	-1
4	63935546	1
4	63945421	1
4	63950385	1
4	63958372	1
4	63963059	1
4	63969449	1
4	63974145	1
4	63977147	-1
4	63982992	-1
4	63997513	-1
4	64001279	-1
4	64004547	1
4	64009795	1
4	64012249	-1
4	64018451	-1
4	64027498	1
4	64030238	-1
4	64035883	-1
4	64040421	-1
4	64048823	1
4	64055093	-1
4	64063576	-1
4	64068097	-1
4	64074911	-1
4	64080335	1
4	64082237	-1
4	64092420	-1
4	64101268	1
4	64102428	-1
4	64105529	-1
4	64114329	-1
4	64149558	1
4	64155942	-1
4	64160402	-1
4	64163612	-1
4	64169770	1
4	64195361	1
4	64202623	-1
4	64213803	-1
4	64243535	1
4	64248329	-1
4	64250762	-1
4	64261455	-1
4	64267731	1
4	64289283	1
4	64293424	-1
4	64307126	-1
4	64318008	-1
4	64325986	1
4	64327634	-1
4	64329109	-1
4	64338589	1
4	64350842	-1
4	64358130	1
4	64363189	-1
4	64374043	-1
4	64387477	1
4	64390977	1
4	64398540	1
4	64411318	1
4	64422942	1
4	64432251	-1
4	64444990	1
4	64455176	1
4	64473976	1
4	64476259	-1
4	64483509	-1
4	64487979	1
4	64496980	-1
4	64498114	-1
4	64501979	-1
4	64516237	-1
4	64523377	1
4	64523377	1
4	64526561	-1
4	64529095	-1
4	64533234	1
4	64535736	-1
4	64541058	-1
4	64543218	-1
4	64559913	-1
4	64567877	-1
4	64581244	-1
4	64602548	-1
4	64611824	-1
4	64617876	1
4	64617876	1
4	64623959	-1
4	64629911	-1
4	64635260	-1
4	64651414	-1
4	64673767	1
4	64687149	1
4	64705811	-1
4	64716155	-1
4	64716599	1
4	64718354	1
4	64721667	1
4	64733658	1
4	64736966	1
4	64744456	1
4	64752089	1
4	64755607	1
4	64760340	1
4	64764735	1
4	64766239	1
4	64775144	1
4	64778138	-1
4	64779100	1
4	64783196	1
4	64787158	-1
4	64794924	-1
4	64797176	1
4	64800519	1
4	64804064	1
4	64815198	1
4	64818820	-1
4	64829445	1
4	64842980	-1
4	64846683	-1
4	64850221	1
4	64857339	-1
4	64861325	-1
4	64875068	1
4	64886796	1
4	64898229	-1
4	64900990	-1
4	64913611	-1
4	64928045	1
4	64939814	1
4	64964113	1
4	64990198	-1
4	65017220	-1
4	65026393	1
4	65038205	1
4	65039099	-1
4	65044009	-1
4	65052843	1
4	65063929	-1
4	65071428	1
4	65074635	-1
4	65077685	1
4	65080507	1
4	65091681	1
4	65119007	1
4	65132130	1
4	65151891	1
4	65155975	1
4	65164184	1
4	65166464	-1
4	65170708	1
4	65174942	1
4	65186139	-1
4	65201827	1
4	65209489	1
4	65207590	1
4	65213866	-1
4	65219008	1
4	65222296	1
4	65227054	1
4	65234195	-1
4	65249588	1
4	65255628	1
4	65276969	1
4	65315715	1
4	65325250	1
4	65352163	-1
4	65380549	1
4	65386740	-1
4	65388720	1
4	65389977	1
4	65402185	-1
4	65413389	-1
4	65425949	-1
4	65427820	-1
4	65437294	-1
4	65445625	1
4	65451363	-1
4	65455340	1
4	65472251	1
4	65482217	-1
4	65494602	-1
4	65497137	1
4	65500977	1
4	65507342	-1
4	65509214	1
4	65522333	1
4	65534416	1
4	65542063	1
4	65548509	-1
4	65567761	1
4	65570108	-1
4	65574462	-1
4	65578640	1
4	65588971	-1
4	65590629	-1
4	65604464	1
4	65609037	1
4	65610488	1
4	65611429	-1
4	65615955	-1
4	65626746	1
4	65634811	-1
4	65639512	1
4	65650165	-1
4	65655201	-1
4	65666480	-1
4	65668258	1
4	65678709	1
4	65685658	-1
4	65686228	-1
4	65688290	-1
4	65688224	-1
4	65690148	-1
4	65695750	-1
4	65712767	1
4	65714688	1
4	65716933	-1
4	65728308	1
4	65734196	-1
4	65741709	1
4	65744131	-1
4	65746984	1
4	65750808	-1
4	65754827	-1
4	65756581	1
4	65765819	1
4	65769482	-1
4	65772468	-1
4	65792082	-1
4	65800566	-1
4	65810479	-1
4	65815184	-1
4	65823981	1
4	65831134	1
4	65834421	-1
4	65841101	1
4	65849006	1
4	65853090	-1
4	65861430	1
4	65869430	1
4	65874243	-1
4	65882277	1
4	65890697	-1
4	65892106	-1
4	65898449	1
4	65901800	-1
4	65960028	1
4	65965920	-1
4	65972357	1
4	65979072	1
4	65981976	-1
4	65989342	1
4	65994303	-1
4	65997199	-1
4	66000475	-1
4	66010509	1
4	66016404	-1
4	66019870	1
4	66025940	1
4	66038804	1
4	66059514	-1
4	66065662	-1
4	66069711	1
4	66071544	-1
4	66071544	-1
4	66104468	1
4	66120484	-1
4	66122081	-1
4	66126685	-1
4	66152351	1
4	66160079	-1
4	66160765	1
4	66164192	-1
4	66166743	1
4	66168085	-1
4	66182876	1
4	66188921	-1
4	66193246	-1
4	66221261	-1
4	66225438	1
4	66233140	1
4	66236978	-1
4	66240418	1
4	66248581	-1
4	66250376	-1
4	66251996	1
4	66253961	-1
4	66257974	1
4	66262548	1
4	66266076	-1
4	66268071	-1
4	66299676	1
4	66306917	-1
4	66313213	-1
4	66337004	-1
4	66345236	-1
4	66367060	-1
4	66376126	1
4	66387001	1
4	66390112	-1
4	66394801	1
4	66394806	1
4	66416218	1
4	66424634	-1
4	66460339	-1
4	66476557	-1
4	66478839	-1
4	66485075	-1
4	66498745	-1
4	66506693	1
4	66510238	-1
4	66522600	1
4	66529846	1
4	66532734	-1
4	66550057	-1
4	66552879	-1
4	66560863	1
4	66576574	1
4	66583780	1
4	66589136	-1
4	66595783	1
4	66605022	1
4	66608729	1
4	66614830	1
4	66617431	1
4	66621342	1
4	66630337	1
4	66633808	1
4	66638495	1
4	66638674	1
4	66647944	-1
4	66657838	-1
4	66666613	-1
4	66669068	-1
4	66671220	-1
4	66672595	-1
4	66690806	-1
4	66699341	-1
4	66701670	-1
4	66715290	1
4	66716431	-1
4	66720258	-1
4	66723345	1
4	66726278	1
4	66728224	-1
4	66731177	1
4	66732644	-1
4	66740059	1
4	66742718	1
4	66744927	1
4	66748199	1
4	66752383	-1
4	66757127	1
4	66761079	-1
4	66767373	-1
4	66788956	1
4	66794263	-1
4	66801751	-1
4	66808496	-1
4	66825601	1
4	66836186	-1
4	66838434	1
4	66838434	1
4	66850100	1
4	66852121	-1
4	66858549	-1
4	66860745	1
4	66880218	1
4	66894189	1
4	66899581	1
4	66916532	1
4	66919662	-1
4	66929420	1
4	66934638	-1
4	66943344	-1
4	66949646	-1
4	66958025	1
4	66958025	1
4	66959610	-1
4	66966048	-1
4	66968820	1
4	66976823	1
4	66981266	1
4	66991972	1
4	66997468	-1
4	67004670	1
4	67014033	-1
4	67038996	1
4	67041951	-1
4	67047822	1
4	67051251	1
4	67057320	-1
4	67057320	-1
4	67073446	1
4	67082811	-1
4	67094382	-1
4	67095174	-1
4	67103458	1
4	67108531	-1
4	67110618	1
4	67115423	1
4	67120732	1
4	67126326	-1
4	67124810	-1
4	67124810	-1
4	67133122	1
4	67135954	1
4	67137778	-1
4	67143028	-1
4	67150355	-1
4	67153120	-1
4	67157437	-1
4	67160648	1
4	67172102	-1
4	67174736	-1
4	67178238	-1
4	67210015	1
4	67224613	1
4	67229617	1
4	67234037	1
4	67242536	1
4	67255351	1
4	67259018	1
4	67259001	1
4	67264422	1
4	67270821	-1
4	67275742	-1
4	67286076	1
4	67293396	-1
4	67296180	-1
4	67304017	1
4	67307017	1
4	67308488	-1
4	67330913	1
4	67336030	1
4	67339739	1
4	67345429	1
4	67357489	1
4	67375321	1
4	67382395	1
4	67386433	-1
4	67396117	1
4	67409523	-1
4	67427651	-1
4	67432949	-1
4	67454782	1
4	67460715	-1
4	67469674	-1
4	67473198	1
4	67473753	-1
4	67477435	1
4	67481531	-1
4	67486436	1
4	67491815	1
4	67495359	-1
4	67496434	-1
4	67505380	-1
4	67511141	-1
4	67515358	1
4	67522077	-1
4	67539227	1
4	67544380	1
4	67553475	1
4	67556752	1
4	67561605	-1
4	67565666	-1
4	67568136	-1
4	67572464	-1
4	67576674	-1
4	67582109	1
4	67586441	1
4	67589383	1
4	67597928	-1
4	67614841	-1
4	67624524	-1
4	67627303	-1
4	67631525	1
4	67639987	-1
4	67644110	-1
4	67660748	-1
4	67665632	-1
4	67669080	-1
4	67674237	-1
4	67708131	-1
4	67715714	-1
4	67720054	1
4	67724502	-1
4	67729866	-1
4	67735905	-1
4	67740518	-1
4	67742770	-1
4	67744993	1
4	67747475	-1
4	67753636	-1
4	67760736	1
4	67763385	1
4	67765908	-1
4	67770595	-1
4	67782082	1
4	67792474	1
4	67805275	1
4	67808318	-1
4	67810475	-1
4	67819385	-1
4	67822406	1
4	67826355	-1
4	67836287	-1
4	67837842	1
4	67841767	1
4	67854922	1
4	67857036	1
4	67859826	1
4	67862639	-1
4	67868188	-1
4	67875331	1
4	67900197	1
4	67903390	1
4	67905896	-1
4	67912994	1
4	67937408	1
4	67942679	-1
4	67944801	-1
4	67950488	-1
4	67958258	1
4	67964567	1
4	67996964	1
4	68002446	-1
4	68003626	1
4	68021872	-1
GL003099.1	92	1
GL003099.1	2071	-1
GL003099.1	2212	1
GL003099.1	88133	-1
GL003099.1	94647	1
GL003100.1	8697	-1
GL003107.1	221	-1
GL003118.1	15	-1
GL003124.1	11286	1
GL003134.1	59	-1
GL003151.1	43	-1
GL003171.1	7764	1
GL003191.1	3573	1
GL003191.1	5131	-1
GL003191.1	5157	1
5	34942	-1
5	43486	-1
5	49466	1
5	56371	1
5	57406	-1
5	71887	1
5	77213	1
5	89853	1
5	97209	-1
5	110115	1
5	113390	1
5	121851	1
5	130713	1
5	135055	-1
5	136365	-1
5	145768	1
5	148006	-1
5	170384	-1
5	175750	1
5	180445	1
5	184250	1
5	199785	1
5	204257	1
5	206802	-1
5	211822	-1
5	216857	-1
5	227846	-1
5	236188	-1
5	243582	-1
5	251798	1
5	259226	-1
5	284169	1
5	289605	1
5	300877	-1
5	308638	-1
5	320995	-1
5	324951	-1
5	330603	-1
5	339759	-1
5	343429	-1
5	346963	-1
5	346963	-1
5	354264	-1
5	364002	-1
5	371065	1
5	381213	1
5	395236	1
5	400228	1
5	404613	-1
5	407631	-1
5	408324	-1
5	412707	1
5	416190	1
5	423048	1
5	430082	-1
5	431761	1
5	431761	1
5	436556	1
5	440529	1
5	443533	-1
5	446354	1
5	456265	1
5	481182	-1
5	546393	-1
5	553456	-1
5	558812	-1
5	574430	-1
5	588316	-1
5	614776	1
5	624071	1
5	628532	1
5	632865	-1
5	638380	1
5	642843	-1
5	650251	-1
5	655997	-1
5	660991	-1
5	663054	-1
5	665337	-1
5	674520	-1
5	683246	1
5	700158	-1
5	728096	1
5	732745	-1
5	738579	1
5	741047	1
5	748341	1
5	782802	1
5	838154	-1
5	848281	1
5	861149	-1
5	872023	1
5	874223	-1
5	879883	-1
5	894634	-1
5	904644	1
5	912211	-1
5	924478	1
5	928147	-1
5	930768	1
5	954110	1
5	956944	1
5	958977	1
5	964383	1
5	976836	1
5	983825	1
5	991765	-1
5	998634	-1
5	1019127	-1
5	1026332	1
5	1027275	-1
5	1041013	-1
5	1044355	1
5	1101813	-1
5	1118911	-1
5	1120559	-1
5	1127160	1
5	1131702	-1
5	1145618	-1
5	1149822	1
5	1151556	-1
5	1160505	-1
5	1169938	1
5	1173527	-1
5	1175695	1
5	1181599	1
5	1185306	1
5	1191648	-1
5	1200127	-1
5	1206630	-1
5	1215696	1
5	1225736	-1
5	1237544	-1
5	1246371	-1
5	1252628	1
5	1262559	-1
5	1270925	-1
5	1278886	-1
5	1301647	1
5	1305458	-1
5	1318891	-1
5	1322924	1
5	1324854	1
5	1327645	-1
5	1329688	1
5	1329688	1
5	1336147	-1
5	1340877	-1
5	1346003	-1
5	1369060	-1
5	1378042	-1
5	1403166	1
5	1411293	1
5	1416290	1
5	1427881	1
5	1435497	-1
5	1445956	-1
5	1452181	-1
5	1458254	-1
5	1466441	-1
5	1480095	-1
5	1485918	-1
5	1489992	-1
5	1505079	-1
5	1507372	-1
5	1515914	-1
5	1526799	-1
5	1534985	-1
5	1542714	-1
5	1548244	1
5	1578835	1
5	1590484	1
5	1599026	1
5	1601126	1
5	1602971	-1
5	1604650	-1
5	1610255	-1
5	1629630	1
5	1637857	1
5	1645554	-1
5	1670915	1
5	1686333	1
5	1691788	-1
5	1697763	-1
5	1732809	1
5	1736166	-1
5	1743224	-1
5	1751011	-1
5	1754114	1
5	1762604	-1
5	1764274	-1
5	1769780	1
5	1795911	-1
5	1798288	-1
5	1810718	-1
5	1813170	1
5	1816593	-1
5	1834998	1
5	1841352	1
5	1858647	1
5	1865248	1
5	1879751	-1
5	1895510	1
5	1895510	1
5	1895616	1
5	1910474	1
5	1917901	-1
5	1921908	-1
5	1934017	-1
5	1939156	1
5	1943412	-1
5	1969242	-1
5	1969902	-1
5	1977153	-1
5	1984031	-1
5	1994078	-1
5	1997070	1
5	2004989	-1
5	2008856	-1
5	2024992	-1
5	2030756	-1
5	2039612	1
5	2050968	-1
5	2064829	1
5	2064607	1
5	2070782	-1
5	2074301	1
5	2080051	1
5	2088955	-1
5	2098553	1
5	2101883	-1
5	2112586	-1
5	2118519	1
5	2137370	1
5	2140556	1
5	2145668	-1
5	2160355	-1
5	2166376	-1
5	2171026	-1
5	2172665	-1
5	2177896	-1
5	2193381	-1
5	2200641	1
5	2200614	1
5	2200619	1
5	2206268	-1
5	2210257	-1
5	2212717	1
5	2216810	1
5	2222303	-1
5	2228281	-1
5	2242553	-1
5	2259685	-1
5	2267703	1
5	2269976	-1
5	2272759	-1
5	2279468	1
5	2284151	1
5	2285817	-1
5	2292740	-1
5	2298021	-1
5	2304407	-1
5	2336133	1
5	2343799	1
5	2346935	-1
5	2364383	-1
5	2371067	-1
5	2375272	-1
5	2382348	-1
5	2385721	-1
5	2391089	-1
5	2400477	1
5	2403114	1
5	2407266	1
5	2408872	1
5	2414113	-1
5	2418447	-1
5	2427474	-1
5	2436670	-1
5	2439365	1
5	2446361	1
5	2454310	1
5	2459297	1
5	2508450	-1
5	2518523	1
5	2525727	-1
5	2541958	-1
5	2546059	-1
5	2551588	1
5	2557141	-1
5	2558832	1
5	2570421	-1
5	2578829	-1
5	2585269	1
5	2590583	-1
5	2598241	1
5	2603227	1
5	2611020	1
5	2619869	-1
5	2626000	-1
5	2629615	-1
5	2649350	-1
5	2666132	1
5	2679380	1
5	2684880	-1
5	2691773	1
5	2700248	1
5	2703735	1
5	2705693	-1
5	2716673	-1
5	2752093	1
5	2752277	1
5	2754196	-1
5	2769697	-1
5	2770011	-1
5	2772084	-1
5	2772481	-1
5	2774110	-1
5	2778561	-1
5	2778561	-1
5	2785666	1
5	2790636	1
5	2796505	1
5	2800313	-1
5	2805224	1
5	2806675	1
5	2816313	1
5	2825829	1
5	2831712	-1
5	2835826	-1
5	2862445	-1
5	2862931	-1
5	2864863	-1
5	2880649	-1
5	2889533	-1
5	2894260	-1
5	2899776	1
5	2903854	1
5	2910931	1
5	2926377	-1
5	2938461	1
5	2941302	-1
5	2950747	-1
5	2959288	-1
5	2986093	1
5	2991191	-1
5	2993779	-1
5	3011826	1
5	3038111	1
5	3044513	1
5	3061299	1
5	3078871	1
5	3083808	1
5	3089259	-1
5	3103392	1
5	3109342	1
5	3112071	1
5	3117002	-1
5	3126612	-1
5	3130823	-1
5	3135940	-1
5	3158140	1
5	3213887	1
5	3243401	1
5	3250867	1
5	3258311	1
5	3293814	1
5	3320588	1
5	3325205	1
5	3328767	1
5	3336458	-1
5	3340579	1
5	3343661	1
5	3362786	1
5	3369562	-1
5	3378920	1
5	3398905	-1
5	3413366	1
5	3417096	-1
5	3443033	-1
5	3457125	-1
5	3466723	-1
5	3473392	-1
5	3490473	-1
5	3512642	1
5	3515618	1
5	3519943	1
5	3523657	1
5	3549122	1
5	3569252	1
5	3577564	-1
5	3587453	-1
5	3593262	1
5	3596416	-1
5	3600809	1
5	3601946	-1
5	3612619	-1
5	3619579	-1
5	3629947	1
5	3636132	-1
5	3651617	-1
5	3671037	-1
5	3677025	-1
5	3680261	-1
5	3690149	-1
5	3695267	-1
5	3700653	1
5	3705399	-1
5	3708630	1
5	3713875	-1
5	3721288	1
5	3756977	-1
5	3773208	-1
5	3778569	1
5	3793512	1
5	3816721	1
5	3821314	-1
5	3833534	-1
5	3851591	1
5	3852631	-1
5	3874713	1
5	3892899	-1
5	3907753	-1
5	3930063	1
5	3939686	-1
5	3957894	1
5	3980852	1
5	3992255	-1
5	3998747	-1
5	4013060	-1
5	4051029	-1
5	4063503	1
5	4086862	-1
5	4107175	-1
5	4112333	-1
5	4126047	1
5	4155107	-1
5	4169819	-1
5	4192978	-1
5	4200572	1
5	4201644	-1
5	4204981	1
5	4217555	-1
5	4231063	1
5	4240151	-1
5	4243158	-1
5	4254506	1
5	4259936	1
5	4263285	1
5	4281415	-1
5	4287018	-1
5	4290562	1
5	4296891	1
5	4300035	1
5	4326729	1
5	4332313	-1
5	4355207	-1
5	4362978	-1
5	4368680	-1
5	4377139	1
5	4384674	-1
5	4388529	-1
5	4401948	-1
5	4412134	1
5	4429351	1
5	4438586	1
5	4440604	1
5	4457349	1
5	4465449	1
5	4501186	-1
5	4510800	-1
5	4521481	-1
5	4526744	1
5	4533325	1
5	4541405	1
5	4551425	1
5	4566438	-1
5	4572806	-1
5	4617442	-1
5	4641837	-1
5	4647701	-1
5	4654795	1
5	4655406	-1
5	4662144	1
5	4666284	-1
5	4706760	-1
5	4716797	-1
5	4724005	1
5	4725814	1
5	4729112	-1
5	4734724	-1
5	4742861	1
5	4750445	-1
5	4754418	1
5	4759465	-1
5	4765604	-1
5	4778348	-1
5	4787846	-1
5	4792226	-1
5	4799365	-1
5	4811579	-1
5	4818327	-1
5	4822330	-1
5	4827515	-1
5	4844452	1
5	4862359	-1
5	4871776	1
5	4875469	1
5	4884368	1
5	4890766	-1
5	4901846	1
5	4918627	-1
5	4920067	-1
5	4934731	1
5	4959650	-1
5	4962463	-1
5	4980980	-1
5	5070466	-1
5	5097304	1
5	5102766	-1
5	5118414	1
5	5134797	1
5	5163779	-1
5	5171588	1
5	5209525	-1
5	5214807	-1
5	5228146	-1
5	5294975	-1
5	5319554	1
5	5350261	-1
5	5372572	1
5	5379441	-1
5	5385147	-1
5	5393129	1
5	5393313	1
5	5398770	1
5	5407807	1
5	5414341	1
5	5424590	1
5	5443808	1
5	5453948	1
5	5464457	-1
5	5469873	1
5	5487149	-1
5	5492700	1
5	5500123	1
5	5506279	1
5	5513670	1
5	5529719	-1
5	5530036	-1
5	5541061	1
5	5546460	1
5	5562410	1
5	5570135	-1
5	5573490	-1
5	5574937	1
5	5598148	1
5	5605104	1
5	5648704	1
5	5659400	1
5	5666673	1
5	5669834	-1
5	5675114	1
5	5675799	1
5	5679808	1
5	5684558	1
5	5684558	-1
5	5708781	-1
5	5711454	-1
5	5763235	1
5	5766984	-1
5	5803849	-1
5	5810013	-1
5	5814312	-1
5	5818540	-1
5	5837360	-1
5	5855890	-1
5	5886984	-1
5	5888495	-1
5	5916852	-1
5	5925133	1
5	5940339	-1
5	5986131	-1
5	5997700	-1
5	6021333	1
5	6033085	1
5	6036851	-1
5	6040343	-1
5	6041474	-1
5	6070537	1
5	6081551	1
5	6083003	-1
5	6094258	1
5	6103525	-1
5	6110229	-1
5	6115761	1
5	6132562	-1
5	6152239	-1
5	6160596	-1
5	6165423	-1
5	6175422	-1
5	6181728	1
5	6193116	-1
5	6209769	-1
5	6226940	-1
5	6231740	-1
5	6234737	-1
5	6263019	1
5	6275030	1
5	6281446	1
5	6284647	1
5	6285923	-1
5	6322371	-1
5	6322371	-1
5	6331912	-1
5	6363075	-1
5	6408811	-1
5	6442459	1
5	6450327	1
5	6492524	-1
5	6513639	-1
5	6523148	-1
5	6660380	-1
5	6715779	-1
5	6728086	-1
5	6737155	1
5	6744262	-1
5	6762046	-1
5	6777113	1
5	6782288	-1
5	6786491	-1
5	6796006	-1
5	6823743	-1
5	6828020	1
5	6830027	-1
5	6848811	1
5	6868981	1
5	6881857	1
5	6902087	-1
5	6908560	1
5	6914719	1
5	6922187	1
5	6937232	1
5	6942213	-1
5	6958738	1
5	6966460	1
5	6971015	-1
5	7018613	1
5	7023364	1
5	7104103	1
5	7119211	1
5	7136176	-1
5	7153611	-1
5	7182179	1
5	7184255	-1
5	7186044	1
5	7199765	1
5	7238732	1
5	7252576	1
5	7274324	-1
5	7278782	1
5	7281885	-1
5	7348251	-1
5	7406234	-1
5	7432109	1
5	7442191	-1
5	7447405	-1
5	7456906	-1
5	7466928	-1
5	7499771	1
5	7503857	-1
5	7512755	1
5	7525475	-1
5	7532157	-1
5	7538951	-1
5	7571858	-1
5	7574703	1
5	7577781	1
5	7580886	1
5	7601528	1
5	7603591	-1
5	7612785	1
5	7621976	1
5	7624017	-1
5	7641974	-1
5	7643168	-1
5	7646609	1
5	7649122	-1
5	7671563	1
5	7705673	1
5	7709985	1
5	7723866	1
5	7736949	1
5	7756723	1
5	7761130	1
5	7771221	-1
5	7785855	-1
5	7786179	-1
5	7802449	1
5	7820456	1
5	7848957	-1
5	7861724	-1
5	7941488	-1
5	8032584	-1
5	8038579	1
5	8049202	-1
5	8051971	1
5	8106224	1
5	8121706	-1
5	8131143	-1
5	8141976	1
5	8148492	-1
5	8149435	-1
5	8166439	-1
5	8197581	-1
5	8201763	-1
5	8220245	1
5	8223997	-1
5	8238554	1
5	8248035	-1
5	8251935	-1
5	8272759	1
5	8275191	1
5	8280973	1
5	8307973	1
5	8350519	-1
5	8363544	-1
5	8366871	1
5	8378267	1
5	8382119	-1
5	8382119	-1
5	8407812	-1
5	8444752	-1
5	8449653	1
5	8491279	1
5	8492431	1
5	8511703	1
5	8529258	-1
5	8556474	-1
5	8568050	1
5	8584124	-1
5	8585318	-1
5	8587874	-1
5	8595301	-1
5	8599885	-1
5	8606172	-1
5	8616429	1
5	8643073	1
5	8649260	1
5	8653816	1
5	8688238	-1
5	8706359	-1
5	8714314	1
5	8722019	1
5	8728038	1
5	8748866	1
5	8754627	1
5	8816393	1
5	8825943	1
5	8856239	1
5	8860456	1
5	8874465	1
5	8884011	1
5	8894746	-1
5	8895768	-1
5	8912596	-1
5	8942057	-1
5	8955417	1
5	8967894	-1
5	9003009	1
5	9009881	1
5	9028212	-1
5	9034851	1
5	9047209	1
5	9049862	-1
5	9073184	1
5	9077267	-1
5	9095878	-1
5	9120357	-1
5	9123259	-1
5	9145736	-1
5	9145551	-1
5	9156213	1
5	9162037	-1
5	9190621	-1
5	9215463	-1
5	9277312	1
5	9344942	1
5	9390858	1
5	9494269	1
5	9500244	-1
5	9520119	1
5	9555192	1
5	9568622	1
5	9570952	1
5	9582090	1
5	9583804	1
5	9587255	-1
5	9643883	-1
5	9653501	-1
5	9656971	-1
5	9658118	1
5	9679964	1
5	9693336	-1
5	9751265	-1
5	9759850	1
5	9766033	1
5	9777605	-1
5	9793849	1
5	9796336	1
5	9801715	1
5	9858673	-1
5	9864445	-1
5	9892479	-1
5	9895689	-1
5	9904667	-1
5	9934471	-1
5	9942964	1
5	10004162	-1
5	10035738	1
5	10054548	-1
5	10061163	-1
5	10110491	1
5	10116867	1
5	10133326	1
5	10136935	1
5	10141740	1
5	10150666	-1
5	10218609	1
5	10246098	-1
5	10256189	-1
5	10326570	-1
5	10348280	1
5	10349434	1
5	10358693	1
5	10368900	1
5	10386453	1
5	10391018	1
5	10407015	1
5	10420542	-1
5	10429261	-1
5	10497047	1
5	10516622	-1
5	10555774	-1
5	10562759	1
5	10577709	1
5	10579894	-1
5	10622824	1
5	10631712	-1
5	10633095	-1
5	10700948	1
5	10716874	-1
5	10717839	1
5	10721612	1
5	10730052	-1
5	10749512	1
5	10759819	-1
5	10760706	-1
5	10770351	1
5	10791578	1
5	10796069	1
5	10893971	-1
5	10943602	1
5	10945363	-1
5	10946526	-1
5	10950162	1
5	10973328	1
5	10981407	-1
5	11035184	-1
5	11055258	1
5	11084216	1
5	11088345	-1
5	11101036	1
5	11111280	1
5	11120107	1
5	11124337	1
5	11146242	1
5	11170677	1
5	11174856	1
5	11189937	-1
5	11190993	-1
5	11192034	-1
5	11194481	-1
5	11197936	-1
5	11210848	-1
5	11238019	1
5	11244181	1
5	11250547	1
5	11252255	1
5	11265498	-1
5	11267485	-1
5	11269663	-1
5	11271841	-1
5	11274222	-1
5	11274508	-1
5	11280736	-1
5	11281022	-1
5	11291306	-1
5	11304227	1
5	11315651	1
5	11316458	1
5	11450440	1
5	11451697	1
5	11453480	1
5	11454736	1
5	11455993	1
5	11457249	1
5	11458487	1
5	11459725	1
5	11460982	1
5	11462222	1
5	11466608	-1
5	11467010	-1
5	11467334	-1
5	11476883	-1
5	11489655	1
5	11505333	1
5	11505926	1
5	11522144	-1
5	11616201	-1
5	11621307	1
5	11626538	1
5	11645958	1
5	11657698	1
5	11670195	1
5	11694491	1
5	11714053	-1
5	11734583	-1
5	11741421	1
5	11775902	-1
5	11832853	-1
5	11843849	1
5	11853456	-1
5	11863339	1
5	11945497	1
5	11953126	1
5	11965614	1
5	12016669	1
5	12025103	1
5	12052143	1
5	12055566	1
5	12061278	-1
5	12067803	1
5	12086017	1
5	12111936	1
5	12148576	1
5	12178940	-1
5	12230356	-1
5	12289463	1
5	12312655	-1
5	12328090	-1
5	12425470	-1
5	12428044	-1
5	12437745	1
5	12448134	-1
5	12451148	-1
5	12452685	-1
5	12457733	-1
5	12464598	-1
5	12472364	1
5	12480342	-1
5	12512513	1
5	12548445	1
5	12590291	-1
5	12611961	-1
5	12636238	-1
5	12660864	1
5	12664315	1
5	12672249	1
5	12677289	1
5	12737260	1
5	12753957	-1
5	12755889	-1
5	12777890	1
5	12781035	-1
5	12852704	1
5	12858301	-1
5	12873747	-1
5	12875119	-1
5	12904807	-1
5	12922795	1
5	12927331	-1
5	12934413	1
5	12970237	1
5	12976365	-1
5	12982780	1
5	12997940	1
5	13007572	1
5	13012277	1
5	13014014	1
5	13015963	1
5	13023522	-1
5	13051090	1
5	13057328	1
5	13115727	-1
5	13134183	1
5	13149221	1
5	13156555	1
5	13161743	-1
5	13360252	1
5	13405012	1
5	13411988	-1
5	13463573	1
5	13515368	1
5	13522606	-1
5	13524425	1
5	13530903	-1
5	13585952	1
5	13598675	-1
5	13652689	1
5	13710573	1
5	13717094	-1
5	13719298	-1
5	13721088	1
5	13728609	-1
5	13746765	1
5	13754401	-1
5	13958671	1
5	14139677	1
5	14142078	1
5	14142420	1
5	14158882	1
5	14236425	-1
5	14240170	1
5	14251665	-1
5	14294137	1
5	14353036	-1
5	14376965	-1
5	14380906	-1
5	14407536	-1
5	14416567	-1
5	14424966	-1
5	14454584	1
5	14458038	1
5	14461979	-1
5	14465626	-1
5	14529172	-1
