# redundant lines because of different exons.
#Chromosome/scaffold	TES	Strand
1	51195756	1
1	51195756	1
1	24464842	1
1	24464842	1
1	7420135	-1
1	7420135	-1
1	7420135	-1
1	7420135	-1
4	57589824	1
4	57589824	1
4	57589824	1
4	57589824	1
4	57589824	1
10	54286605	-1
10	54286605	-1
10	54286605	-1
10	54286605	-1
10	54286605	-1
10	54286605	-1
10	54286605	-1
10	54286605	-1
1	63853197	-1
1	63853197	-1
1	63853197	-1
1	63853197	-1
2	62534893	1
2	62534893	1
2	62534893	1
2	62534893	1
2	62534893	1
2	62534893	1
2	62534893	1
2	62534893	1
2	62534893	1
4	54200035	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
6	41330675	-1
1	3574160	1
1	3574160	1
1	3574160	1
1	3574160	1
4	58474712	1
4	58474712	1
4	58474712	1
1	64044465	1
1	64044465	1
1	64044465	1
1	64044465	1
1	64044465	1
5	49430465	-1
5	49430465	-1
3	73893514	1
5	59212657	-1
5	59212657	-1
7	60848594	1
7	60848594	1
7	60848594	1
7	60848594	1
7	60848594	1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
6	42665636	-1
1	22404000	1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
3	18277965	-1
1	6311727	1
1	6311727	1
2	47264960	1
3	73066083	1
3	73066083	1
2	72821298	-1
2	72821298	-1
9	3541351	-1
9	3541351	-1
9	3541351	-1
9	3541351	-1
9	3541351	-1
9	3541351	-1
1	68342385	-1
1	68342385	-1
1	68342385	-1
2	58608673	-1
2	72506546	1
10	5152578	1
10	5152578	1
10	5152578	1
10	5152578	1
4	63716820	1
4	63716820	1
1	18862565	-1
1	18862565	-1
1	18862565	-1
1	18862565	-1
3	54151987	1
3	54151987	1
3	54151987	1
3	54151987	1
3	54151987	1
9	7516097	1
9	7516097	1
9	7516097	1
2	72307411	-1
2	72307411	-1
2	72307411	-1
2	72307411	-1
2	72307411	-1
7	63115353	1
3	71663269	1
3	71663269	1
6	59247367	-1
6	59247367	-1
6	59247367	-1
6	59247367	-1
6	59247367	-1
6	59247367	-1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
6	46082832	-1
6	46082832	-1
6	46082832	-1
6	46082832	-1
6	46082832	-1
7	16687271	1
7	16687271	1
7	16687271	1
7	16687271	1
7	16687271	1
3	11242038	-1
3	11242038	-1
3	11242038	-1
3	11242038	-1
3	11242038	-1
3	11242038	-1
3	11242038	-1
8	53055164	-1
8	53055164	-1
8	53055164	-1
8	53055164	-1
7	3877356	1
10	51210006	1
10	51210006	1
10	51210006	1
10	51210006	1
10	51210006	1
10	51210006	1
10	51405705	1
10	51405705	1
10	51405705	1
10	51405705	1
3	62241783	1
3	62241783	1
3	62241783	1
3	62241783	1
3	62241783	1
3	62241783	1
3	62241783	1
3	62241783	1
4	2174532	1
4	2174532	1
4	2174532	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	891075	1
1	18809301	1
1	18809301	1
1	18809301	1
1	18809301	1
1	18809301	1
1	18809301	1
3	3233374	-1
3	3233374	-1
3	3233374	-1
3	3233374	-1
3	3233374	-1
3	3233374	-1
3	3233374	-1
3	3233374	-1
3	3233374	-1
3	3233374	-1
3	3233374	-1
2	59034169	-1
2	54517016	1
1	1994857	1
1	1994857	1
1	1994857	1
1	1994857	1
9	2827885	-1
9	2827885	-1
9	2827885	-1
9	2827885	-1
3	59925190	-1
3	59925190	-1
3	59925190	-1
3	59925190	-1
3	59925190	-1
3	59925190	-1
3	59925190	-1
3	59925190	-1
2	72334531	1
2	72334531	1
4	8348794	-1
4	8348794	-1
4	8348794	-1
4	8348794	-1
4	8348794	-1
4	8348794	-1
1	45191093	1
1	45191093	1
1	45191093	1
1	45191093	1
1	45191093	1
1	45191093	1
1	45191093	1
9	55973103	1
9	55973103	1
9	55973103	1
9	55973103	1
9	55973103	1
9	55973103	1
1	51255239	-1
1	51255239	-1
1	51255239	-1
2	57209069	1
2	57209069	1
1	57816060	-1
10	2224784	1
10	2224784	1
10	2224784	1
10	2224784	1
10	2224784	1
10	2224784	1
10	2224784	1
2	66026979	-1
2	66026979	-1
6	49657749	-1
6	49657749	-1
6	49657749	-1
6	49657749	-1
6	49657749	-1
6	49657749	-1
6	49657749	-1
6	49657749	-1
6	49657749	-1
2	3122655	-1
2	3122655	-1
2	3122655	-1
2	3122655	-1
5	20044711	-1
5	20044711	-1
5	20044711	-1
5	20044711	-1
5	20044711	-1
3	48513156	1
2	63671351	-1
2	63671351	-1
2	63671351	-1
2	63671351	-1
2	63671351	-1
2	63671351	-1
2	63671351	-1
2	63671351	-1
2	63671351	-1
2	63671351	-1
2	63671351	-1
7	61052794	-1
7	61052794	-1
7	61052794	-1
3	4131522	1
3	4131522	1
3	4131522	1
3	4131522	1
3	4131522	1
3	4131522	1
3	4131522	1
3	4131522	1
3	4131522	1
3	4131522	1
3	4131522	1
3	4131522	1
6	59247367	-1
6	59247367	-1
6	59247367	-1
6	59247367	-1
10	9184942	-1
10	9184942	-1
10	9184942	-1
10	9184942	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
3	59228728	-1
1	1182432	-1
1	1182432	-1
2	45426932	1
2	45426932	1
2	45426932	1
10	58956117	-1
10	58956117	-1
10	58956117	-1
10	58956117	-1
10	58956117	-1
4	1129889	-1
4	1129889	-1
4	1129889	-1
4	1129889	-1
4	1129889	-1
4	1129889	-1
4	1129889	-1
4	1129889	-1
9	6732398	-1
9	6732398	-1
9	6732398	-1
9	6732398	-1
9	6732398	-1
6	57024097	-1
6	57024097	-1
6	57024097	-1
6	57024097	-1
6	57024097	-1
6	57024097	-1
6	57024097	-1
6	57024097	-1
6	57024097	-1
6	57024097	-1
6	57024097	-1
6	57024097	-1
4	65650165	-1
3	68243474	1
10	9807754	-1
10	9807754	-1
3	878439	-1
3	878439	-1
3	878439	-1
3	878439	-1
3	878439	-1
3	878439	-1
3	878439	-1
2	59459938	1
2	59459938	1
2	59459938	1
4	66509100	1
4	66509100	1
4	66509100	1
4	66509100	1
4	66509100	1
10	59358588	1
4	57160536	1
4	57160536	1
9	2130059	1
9	2130059	1
9	2130059	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
7	4394651	1
6	52496826	1
6	52496826	1
6	52496826	1
6	52496826	1
6	52496826	1
6	52496826	1
6	52496826	1
3	113793	1
3	113793	1
3	113793	1
3	113793	1
1	18625948	1
1	18625948	1
4	3069104	1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
1	750321	-1
4	50474051	1
4	50474051	1
4	50474051	1
4	50474051	1
4	50474051	1
4	50474051	1
4	50474051	1
4	50474051	1
4	50474051	1
4	50474051	1
4	50474051	1
4	50474051	1
7	55339757	1
7	55339757	1
7	55339757	1
7	55339757	1
7	55339757	1
7	55339757	1
7	55339757	1
7	55339757	1
7	55339757	1
3	15422069	-1
3	15422069	-1
1	24546246	1
10	3049654	-1
10	3049654	-1
10	3049654	-1
10	3049654	-1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
2	5484548	1
10	1348279	-1
10	1348279	-1
10	1348279	-1
9	57229587	-1
9	57229587	-1
9	57229587	-1
1	8879131	-1
1	8879131	-1
1	8879131	-1
1	8879131	-1
6	53794006	-1
6	53794006	-1
6	53794006	-1
6	53794006	-1
6	53794006	-1
6	53794006	-1
1	11610980	-1
9	206079	1
9	206079	1
9	206079	1
9	206079	1
9	58421471	1
9	58421471	1
3	65684533	1
10	45583777	1
2	5713263	-1
2	5713263	-1
2	61448450	1
2	61448450	1
2	61448450	1
2	61448450	1
2	61448450	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	75834349	1
2	67924845	1
2	67924845	1
2	67924845	1
2	67924845	1
8	53285675	-1
8	53285675	-1
8	53285675	-1
8	53285675	-1
8	53285675	-1
8	53285675	-1
8	53285675	-1
8	53285675	-1
8	53285675	-1
8	53285675	-1
1	1275671	-1
1	1275671	-1
4	64363189	-1
4	64363189	-1
4	64363189	-1
3	4203843	1
3	4203843	1
1	63961154	1
1	63961154	1
1	63961154	1
1	63961154	1
1	63961154	1
1	63961154	1
7	8885278	1
7	8885278	1
7	8885278	1
7	8885278	1
7	8885278	1
7	8885278	1
7	8885278	1
7	8885278	1
7	8885278	1
5	60773855	-1
5	60773855	-1
5	60773855	-1
10	6573934	1
10	6573934	1
10	6573934	1
10	6573934	1
10	6573934	1
2	74028723	1
2	74028723	1
2	74028723	1
2	74028723	1
2	74028723	1
2	74028723	1
2	74028723	1
2	74028723	1
2	74028723	1
2	74028723	1
2	74028723	1
2	74028723	1
2	22512559	1
2	22512559	1
2	22512559	1
2	22512559	1
2	22512559	1
2	22512559	1
2	22512559	1
2	22512559	1
2	22512559	1
10	14341339	1
4	54328637	-1
4	54328637	-1
4	54328637	-1
4	54328637	-1
4	54328637	-1
4	54328637	-1
4	54328637	-1
4	54328637	-1
1	1229333	1
1	1229333	1
1	1229333	1
1	1229333	1
1	1229333	1
1	1229333	1
1	1229333	1
1	1229333	1
1	1229333	1
1	1229333	1
1	1229333	1
1	1229333	1
1	71350500	-1
1	71350500	-1
1	71350500	-1
1	71350500	-1
1	71350500	-1
1	71350500	-1
1	71350500	-1
1	71350500	-1
1	71350500	-1
3	64998290	1
3	64998290	1
3	64998290	1
8	55278869	1
8	55278869	1
3	52684949	1
3	52684949	1
3	52684949	1
2	65121711	-1
2	65121711	-1
2	65121711	-1
2	65121711	-1
2	65121711	-1
2	74936823	-1
1	67359593	1
1	67359593	1
9	7601936	-1
9	7601936	-1
9	7601936	-1
1	56593747	1
1	56593747	1
1	56593747	1
1	56593747	1
1	56593747	1
1	56593747	1
1	62089275	-1
1	62089275	-1
4	50674190	-1
4	50674190	-1
4	50674190	-1
4	50674190	-1
4	50674190	-1
4	50674190	-1
4	50674190	-1
4	50674190	-1
4	50674190	-1
6	53625513	1
6	53625513	1
6	53625513	1
6	53625513	1
6	53625513	1
6	53625513	1
6	53625513	1
6	53625513	1
1	65169232	1
1	65169232	1
1	65169232	1
1	65169232	1
1	65169232	1
1	65169232	1
1	65169232	1
2	73080292	1
2	73080292	1
2	73080292	1
2	73080292	1
2	73080292	1
2	73080292	1
9	48398598	-1
9	48398598	-1
1	64590127	-1
1	64590127	-1
1	64590127	-1
10	57390091	-1
10	57390091	-1
10	57390091	-1
10	57390091	-1
1	6546946	-1
1	6546946	-1
5	21386973	-1
3	59809745	-1
3	59809745	-1
3	59809745	-1
3	59809745	-1
3	59809745	-1
3	59809745	-1
3	59809745	-1
1	9843228	-1
1	9843228	-1
1	9843228	-1
4	7158873	-1
3	23687038	-1
3	23687038	-1
3	23687038	-1
3	23687038	-1
9	3011906	1
9	3011906	1
2	52244414	1
2	52244414	1
2	52244414	1
2	52244414	1
2	52244414	1
2	52244414	1
2	52244414	1
2	52244414	1
2	52244414	1
2	52244414	1
2	52244414	1
3	65528396	1
3	65528396	1
3	65528396	1
7	63891943	-1
3	7498688	-1
3	7498688	-1
3	7498688	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
6	54957490	-1
10	23902290	-1
10	23902290	-1
10	23902290	-1
10	23902290	-1
10	23902290	-1
10	23902290	-1
10	23902290	-1
10	23902290	-1
10	23902290	-1
10	23902290	-1
10	23902290	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
4	45712063	-1
9	52399321	-1
9	52399321	-1
9	52399321	-1
9	52399321	-1
9	52399321	-1
3	14502403	-1
3	14502403	-1
6	61829852	1
6	61829852	1
6	61829852	1
8	50175651	-1
8	50175651	-1
8	50175651	-1
8	50175651	-1
10	60248251	1
10	60248251	1
10	60248251	1
1	68666161	1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
10	60615398	-1
6	52875234	-1
6	52875234	-1
6	52875234	-1
6	52875234	-1
6	52262000	1
6	52262000	1
10	147570	-1
10	147570	-1
10	147570	-1
10	147570	-1
10	147570	-1
10	147570	-1
10	147570	-1
10	147570	-1
6	1149898	-1
6	1149898	-1
7	6755532	1
5	58453172	1
5	58453172	1
5	58453172	1
5	58453172	1
5	58453172	1
5	58453172	1
5	58453172	1
1	12434235	-1
4	8644540	1
4	8644540	1
4	8644540	1
4	8644540	1
4	8644540	1
4	8644540	1
4	8644540	1
4	8644540	1
4	8644540	1
4	8644540	1
4	8644540	1
6	47608912	1
6	47608912	1
6	47608912	1
6	47608912	1
6	47608912	1
7	50049721	1
7	50049721	1
7	50049721	1
7	50049721	1
7	50049721	1
7	50049721	1
7	50049721	1
7	50049721	1
7	50049721	1
7	50049721	1
7	2540538	1
7	2540538	1
7	2540538	1
7	2540538	1
2	1681914	-1
2	1681914	-1
2	1681914	-1
1	9337268	1
9	52276398	-1
9	52276398	-1
9	52276398	-1
9	52276398	-1
9	52276398	-1
1	64546338	-1
1	64546338	-1
1	64546338	-1
1	64546338	-1
1	64546338	-1
1	64546338	-1
1	64546338	-1
1	64546338	-1
4	50571244	1
5	1417916	1
3	38397529	-1
10	10785626	-1
6	55164002	1
6	55164002	1
6	55164002	1
6	55164002	1
6	55164002	1
6	55164002	1
6	55164002	1
6	55164002	1
6	55164002	1
6	55164002	1
5	7136176	-1
5	7136176	-1
5	7136176	-1
5	7136176	-1
5	7136176	-1
5	7136176	-1
5	7136176	-1
5	7136176	-1
5	7136176	-1
10	56903696	-1
10	56903696	-1
9	50497041	1
9	52006781	-1
9	52006781	-1
9	52006781	-1
9	52006781	-1
9	52006781	-1
9	52006781	-1
9	52006781	-1
9	52006781	-1
9	52006781	-1
9	52006781	-1
9	52006781	-1
4	55812183	1
4	55812183	1
4	55812183	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
4	14234596	1
7	63565041	-1
6	56404367	1
6	56404367	1
6	56404367	1
6	56404367	1
2	45005734	1
2	45005734	1
2	45005734	1
2	45005734	1
2	45005734	1
2	45005734	1
2	45005734	1
2	45005734	1
2	45005734	1
2	45005734	1
2	45005734	1
2	45005734	1
2	45005734	1
3	51317767	-1
3	51317767	-1
3	51317767	-1
3	51317767	-1
1	60090967	-1
1	60090967	-1
1	60090967	-1
1	60090967	-1
1	60090967	-1
1	60090967	-1
1	60090967	-1
1	60090967	-1
1	60090967	-1
3	67013176	1
3	67013176	1
3	67013176	1
3	67013176	1
3	67013176	1
3	67013176	1
2	9062284	1
2	9062284	1
2	9062284	1
2	9062284	1
2	9062284	1
2	9062284	1
2	9062284	1
2	9062284	1
6	60239832	-1
6	60239832	-1
6	60239832	-1
6	60239832	-1
6	60239832	-1
6	60239832	-1
6	46532893	1
6	52569951	1
6	52569951	1
6	52569951	1
6	52569951	1
6	52569951	1
6	52569951	1
6	52569951	1
7	63521203	-1
7	63521203	-1
7	63521203	-1
7	63521203	-1
7	63521203	-1
7	63521203	-1
7	63521203	-1
7	63521203	-1
7	63521203	-1
3	59336429	1
9	48956412	-1
9	48956412	-1
9	48956412	-1
9	48956412	-1
4	6820393	-1
1	52867241	1
4	1498653	1
4	1498653	1
4	1498653	1
4	1498653	1
4	1498653	1
4	1498653	1
4	1498653	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
1	15066712	1
6	38384482	1
4	67108531	-1
4	67108531	-1
4	67108531	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
1	60063752	-1
4	65482217	-1
6	494577	1
1	10235009	-1
1	10235009	-1
1	10235009	-1
1	10235009	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
5	47874380	-1
4	39428605	1
4	39428605	1
8	5750343	-1
8	5750343	-1
1	70889573	-1
1	70889573	-1
1	70889573	-1
1	7406660	-1
1	7406660	-1
3	58605270	1
3	58605270	1
3	58605270	1
3	58605270	1
3	58605270	1
3	58605270	1
3	58605270	1
10	4837811	-1
10	4837811	-1
10	4837811	-1
10	4837811	-1
10	17493064	1
10	17493064	1
10	17493064	1
10	17493064	1
10	17493064	1
1	68912113	1
1	68912113	1
1	68912113	1
1	68912113	1
5	62095277	1
5	62095277	1
5	62095277	1
5	62095277	1
5	62095277	1
5	53393541	1
5	53393541	1
5	53393541	1
5	53393541	1
5	53393541	1
1	49585983	1
1	49585983	1
1	49585983	1
1	49585983	1
1	49585983	1
1	49585983	1
4	58583750	-1
4	58583750	-1
4	58583750	-1
4	58583750	-1
4	58583750	-1
1	71189843	-1
1	71189843	-1
1	71189843	-1
3	13232037	1
3	13232037	1
3	13232037	1
3	13232037	1
3	13232037	1
3	13232037	1
3	13232037	1
3	13232037	1
3	13232037	1
9	47193612	-1
9	47193612	-1
9	47193612	-1
3	50447926	-1
3	50447926	-1
3	50447926	-1
2	77691642	1
2	77691642	1
2	77691642	1
2	77691642	1
2	77691642	1
2	77691642	1
7	63019028	-1
7	63019028	-1
7	63019028	-1
1	63565642	1
1	63565642	1
1	63565642	1
1	63565642	1
1	63565642	1
1	63565642	1
1	63565642	1
1	63565642	1
1	63565642	1
1	63565642	1
4	56850613	1
4	56850613	1
4	56850613	1
4	56850613	1
7	52158545	1
7	52158545	1
7	52158545	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
4	19247595	1
3	3623916	1
3	3623916	1
3	3623916	1
3	3623916	1
3	3623916	1
3	3623916	1
3	3623916	1
3	3623916	1
3	3623916	1
3	3623916	1
4	67959224	1
4	67959224	1
4	67959224	1
3	62947298	1
6	50421656	-1
6	50421656	-1
6	50421656	-1
6	50421656	-1
6	50421656	-1
6	50421656	-1
2	59872446	-1
8	52740194	1
8	52740194	1
8	52740194	1
8	52740194	1
6	53366187	-1
6	53366187	-1
6	53366187	-1
6	53366187	-1
6	53366187	-1
6	53366187	-1
6	53366187	-1
6	53366187	-1
6	53366187	-1
3	14199242	1
9	2288653	1
9	2288653	1
9	2288653	1
9	2288653	1
9	2288653	1
9	2288653	1
9	2288653	1
9	2288653	1
2	18816959	-1
2	18816959	-1
2	18816959	-1
2	18816959	-1
8	51258182	-1
8	51258182	-1
8	51258182	-1
8	51258182	-1
8	51258182	-1
8	51258182	-1
8	51258182	-1
8	51258182	-1
8	51258182	-1
8	51258182	-1
8	51258182	-1
8	51258182	-1
7	254075	-1
7	254075	-1
7	254075	-1
7	254075	-1
7	254075	-1
2	70719119	-1
2	70719119	-1
4	64270424	1
4	64270424	1
4	64270424	1
4	64270424	1
4	64270424	1
2	57846503	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
10	7073164	-1
8	27420405	1
4	55443813	-1
4	55443813	-1
4	55443813	-1
4	55443813	-1
4	55443813	-1
3	59820538	1
4	48407704	1
3	3149748	1
3	3149748	1
3	3149748	1
4	51029159	1
4	51029159	1
4	51029159	1
4	51029159	1
4	51029159	1
4	51029159	1
4	51029159	1
4	51029159	1
4	51029159	1
4	51029159	1
1	49585983	1
1	49585983	1
1	49585983	1
1	49585983	1
1	49585983	1
10	48662484	-1
3	13779314	-1
3	13779314	-1
3	13779314	-1
3	13779314	-1
7	5242065	-1
7	5242065	-1
7	5242065	-1
3	70762147	-1
3	70762147	-1
3	70762147	-1
3	70762147	-1
3	70762147	-1
3	70762147	-1
3	70762147	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
2	71292183	-1
9	3939920	-1
9	3939920	-1
9	3939920	-1
9	3939920	-1
9	3939920	-1
9	3939920	-1
9	3939920	-1
9	3939920	-1
9	3939920	-1
9	3939920	-1
9	3939920	-1
9	3939920	-1
1	55772782	1
1	55772782	1
1	55772782	1
6	61979713	1
4	4427780	-1
3	67351512	-1
3	67351512	-1
3	67351512	-1
3	67351512	-1
3	67351512	-1
3	67351512	-1
3	67351512	-1
3	67351512	-1
3	67351512	-1
7	1216540	-1
7	1216540	-1
7	1216540	-1
7	1216540	-1
7	1216540	-1
7	1216540	-1
7	1216540	-1
7	1216540	-1
7	1216540	-1
7	1216540	-1
7	1216540	-1
7	1216540	-1
3	15398206	1
3	15398206	1
3	15398206	1
3	15398206	1
3	15398206	1
3	15398206	1
3	15398206	1
3	15398206	1
3	15398206	1
3	15398206	1
3	15398206	1
8	54574528	-1
8	54574528	-1
8	54574528	-1
8	54574528	-1
8	54574528	-1
8	54574528	-1
8	54574528	-1
8	54574528	-1
8	54574528	-1
8	54574528	-1
8	54574528	-1
4	56863610	1
4	56863610	1
4	56863610	1
4	56863610	1
4	56863610	1
4	56863610	1
4	56863610	1
1	54458075	1
1	54458075	1
1	54458075	1
1	54458075	1
1	54458075	1
1	54458075	1
1	54458075	1
1	54458075	1
1	54458075	1
1	54458075	1
1	54458075	1
1	54458075	1
1	54458075	1
9	26651068	1
9	26651068	1
9	26651068	1
9	26651068	1
9	26651068	1
9	26651068	1
1	72586718	-1
1	72586718	-1
5	26834402	-1
5	26834402	-1
6	50626684	-1
6	50626684	-1
6	50626684	-1
6	50626684	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
6	6984829	-1
1	60042247	1
1	60042247	1
1	60042247	1
1	60042247	1
1	60042247	1
1	60042247	1
1	60042247	1
1	60042247	1
1	60042247	1
1	63586152	1
1	63586152	1
1	63586152	1
1	63586152	1
1	63586152	1
1	63586152	1
2	74685876	-1
2	74685876	-1
10	56953809	-1
10	56953809	-1
10	56953809	-1
10	56953809	-1
10	56953809	-1
10	56953809	-1
10	56953809	-1
10	56953809	-1
10	56953809	-1
10	56953809	-1
10	56953809	-1
10	56953809	-1
4	13449490	1
4	13449490	1
4	13449490	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
9	56967596	1
3	10743545	1
3	10743545	1
3	10743545	1
3	10743545	1
3	10743545	1
5	7348251	-1
5	7348251	-1
5	7348251	-1
6	54659457	-1
6	54659457	-1
6	54659457	-1
6	54659457	-1
6	54659457	-1
6	54659457	-1
6	54659457	-1
6	54659457	-1
6	54659457	-1
6	54659457	-1
6	54659457	-1
6	54659457	-1
5	9028212	-1
5	9028212	-1
5	9028212	-1
5	9028212	-1
5	9028212	-1
5	9028212	-1
5	9028212	-1
5	9028212	-1
5	9028212	-1
1	12160156	1
4	61612834	-1
3	19965604	1
3	19965604	1
3	19965604	1
3	19965604	1
3	19965604	1
3	19965604	1
3	19965604	1
3	19965604	1
3	19965604	1
3	19965604	1
3	19965604	1
3	19965604	1
3	19965604	1
5	13529464	1
5	13529464	1
5	13529464	1
5	13529464	1
5	13529464	1
10	51145203	1
10	51145203	1
10	51145203	1
10	51145203	1
10	51145203	1
10	51145203	1
